Depth,AC(us/m),SP(MV),POR(%),GR(API),CNL£¨¦µ%£©
2692.364,320.01,19.217,0,104.763,29.665
2692.467,319.158,19.198,0,104.039,29.36
2692.57,316.509,19.147,0,105.162,28.899
2692.674,313.975,19.12,0.003,107.722,28.765
2692.777,313.085,19.096,0.008,110.896,28.741
2692.88,314.114,19.078,0.011,113.222,28.421
2692.983,317.097,19.068,0.012,113.779,27.854
2693.086,322.298,19.079,0.01,112.369,27.494
2693.19,328.639,19.099,0.009,110.88,27.766
2693.293,334.792,19.126,0.008,110.785,28.925
2693.396,339.835,19.189,0.009,111.675,30.649
2693.5,342.913,19.219,0.008,112.282,31.839
2693.604,344.307,19.248,0.006,112.368,31.638
2693.707,344.235,19.277,0.003,112.636,30.701
2693.81,341.81,19.323,0,113.485,30.093
2693.914,337.645,19.331,0,113.75,30.133
2694.017,333.35,19.323,0,112.547,30.621
2694.12,328.806,19.294,0,110.894,31.264
2694.224,325.169,19.191,0.001,110.34,31.5
2694.327,324.277,19.125,0.003,111.122,30.806
2694.43,325.686,19.057,0.003,112.128,29.533
2694.534,328.279,18.99,0.003,112.557,28.971
2694.637,331.921,18.872,0.003,113.796,29.639
2694.74,336.538,18.829,0.004,116.145,30.969
2694.844,341.515,18.801,0.006,117.311,31.915
2694.947,346.114,18.789,0.008,115.999,32.173
2695.05,348.729,18.813,0.009,113.129,32.279
2695.154,347.707,18.844,0.01,111.144,32.491
2695.257,345.201,18.884,0.008,110.419,32.561
2695.36,344.361,18.932,0.004,110.351,32.432
2695.464,344.054,19.043,0.002,111.265,32.513
2695.567,343.945,19.104,0.001,113.443,32.975
2695.67,345.177,19.167,0.003,115.843,33.397
2695.774,345.291,19.23,0.005,117.007,33.493
2695.877,342.733,19.34,0.007,116.417,33.367
2695.98,339.847,19.381,0.007,114.743,32.896
2696.084,339.097,19.409,0.004,112.984,31.961
2696.187,339.928,19.425,0,111.106,31.036
2696.291,339.252,19.433,0,108.438,30.749
2696.394,337.344,19.429,0,105.489,30.805
2696.497,336.867,19.423,0,103.654,30.56
2696.601,336.392,19.415,0.001,103.471,30.069
2696.704,334.663,19.395,0.001,104.291,29.644
2696.807,333.87,19.383,0.002,105.113,29.583
2696.911,333.307,19.369,0.003,105.852,30.135
2697.014,330.604,19.352,0.005,106.92,31.228
2697.117,327.653,19.302,0.006,108.145,32.032
2697.221,327.003,19.27,0.006,109.09,31.721
2697.324,328.138,19.238,0.007,109.129,30.485
2697.427,330.009,19.21,0.009,108.288,29.181
2697.531,332.336,19.17,0.011,107.361,28.541
2697.634,334.897,19.156,0.011,106.804,29.031
2697.737,337.885,19.143,0.008,106.936,30.411
2697.84,342.039,19.127,0.005,107.951,31.565
2697.943,346.437,19.092,0.007,109.325,31.661
2698.047,348.957,19.077,2.048,110.017,31.19
2698.15,348.582,19.067,9.362,110.188,30.888
2698.253,346.288,19.063,10.04533333,110.722,30.749
2698.357,342.719,19.075,10.72866667,111.274,30.534
2698.46,339.914,19.091,10.10633333,111.195,30.236
2698.563,339.454,19.114,9.484,110.701,30.085
2698.667,339.597,19.142,8.485,110.78,30.392
2698.77,338.178,19.214,8.26,111.667,31.318
2698.874,335.876,19.254,8.409,112.677,32.417
2698.977,332.818,19.295,9.262,113.932,32.828
2699.08,329.518,19.336,10.131,115.248,32.143
2699.184,327.553,19.416,10.3782,115.631,30.918
2699.287,327.665,19.453,10.6254,115.224,30.047
2699.391,328.519,19.486,10.8726,115.136,29.704
2699.494,329.824,19.515,11.1198,115.832,29.255
2699.597,331.284,19.562,10.5179,116.273,28.167
2699.701,331.735,19.583,9.916,115.401,26.825
2699.804,330.296,19.606,9.474,113.846,25.988
2699.908,326.991,19.632,9.741,112.353,25.847
2700.011,322.416,19.692,9.465,110.839,25.949
2700.115,317.436,19.725,8.033,109.113,25.91
2700.218,313.41,19.758,4.988,108.234,25.953
2700.321,311.326,19.79,0.012,108.976,26.428
2700.425,311.711,19.849,0.015,110.442,27.123
2700.528,314.178,19.875,0.018,110.738,27.533
2700.632,318.217,19.897,0.021,109.465,27.785
2700.735,323.86,19.914,0.153,108.302,28.48
2700.838,330.202,19.919,0.42,109.038,29.68
2700.942,335.345,19.906,0.471,111.155,30.726
2701.045,338.237,19.881,0.159,113.418,31.021
2701.149,339.024,19.847,0.021,114.126,30.587
2701.252,337.876,19.758,0.018,113.018,29.863
2701.355,335.141,19.709,0.015,110.829,29.435
2701.459,331.959,19.664,0.012,109.691,29.696
2701.562,329.24,19.627,0.008,110.239,30.418
2701.666,327.406,19.591,0.006,111.085,30.765
2701.769,326.474,19.59,0.005,110.859,30.392
2701.873,325.77,19.597,0.006,109.997,30.071
2701.976,324.732,19.608,0.006,109.534,30.8
2702.079,324.169,19.64,0.007,109.724,32.386
2702.183,325.194,19.662,0.006,110.478,33.577
2702.286,327.79,19.691,0.005,111.839,33.791
2702.39,331.219,19.73,0.004,112.961,33.598
2702.493,335.16,19.841,0.004,112.81,33.652
2702.597,338.43,19.913,0.006,111.523,33.667
2702.7,340.374,19.992,0.008,110.692,32.979
2702.804,341.403,20.075,0.009,111.525,31.481
2702.907,341.534,20.241,0.008,112.732,29.917
2703.011,341.202,20.32,0.007,112.674,29.407
2703.114,341.401,20.397,0.006,112.163,30.058
2703.218,340.659,20.471,0.006,113.43,30.814
2703.321,338.286,20.61,0.005,115.412,30.64
2703.425,336.689,20.671,0.002,115.066,29.989
2703.528,336.857,20.725,0.001,113.213,29.754
2703.632,337.882,20.768,0.003,112.016,30.079
2703.735,339.366,20.821,0.007,111.46,30.524
2703.839,340.614,20.829,0.009,109.825,30.706
2703.942,339.932,20.825,0.01,107.379,30.337
2704.046,336.544,20.812,0.008,105.983,29.44
2704.149,331.719,20.764,0.005,105.882,28.701
2704.253,327.223,20.727,0.004,107.321,28.705
2704.356,324.461,20.679,0.005,109.578,29.336
2704.46,324.256,20.616,0.007,110.845,29.915
2704.563,326.848,20.448,0.007,110.41,30.093
2704.667,330.876,20.348,0.005,110.138,30.197
2704.77,334.815,20.246,6.699,111.019,30.56
2704.874,339.218,20.15,8.374,111.269,31.024
2704.977,345.161,20.004,10.782,109.62,31.587
2705.081,351.103,19.961,10.83366667,107.97,32.633
2705.184,354.674,19.939,10.88533333,109.334,33.946
2705.288,356.161,19.934,10.937,113.014,34.437
2705.391,355.746,19.96,10.98866667,116.12,33.606
2705.495,351.379,19.983,11.04033333,116.505,32.376
2705.599,343.701,20.009,11.092,115.322,31.932
2705.702,336.807,20.034,11.14366667,113.805,32.178
2705.806,332.585,20.08,11.19533333,111.374,32.202
2705.909,329.931,20.099,11.247,107.789,31.332
2706.013,328.91,20.116,10.505,104.847,29.961
2706.116,330.411,20.13,11.199,104.177,28.98
2706.22,333.608,20.137,11.18865116,105.365,28.97
2706.323,336.839,20.129,11.17830233,106.557,29.967
2706.427,339.116,20.113,11.16795349,106.973,31.619
2706.53,341.02,20.092,11.15760465,106.881,32.853
2706.634,342.817,20.052,11.14725581,107.268,32.732
2706.738,343.711,20.035,11.13690698,108.848,31.444
2706.841,343.515,20.022,11.12655814,111.797,30.175
2706.944,343.33,20.01,11.1162093,114.925,29.615
2707.048,343.777,19.987,11.10586047,116.902,29.939
2707.151,343.802,19.978,11.09551163,116.844,30.812
2707.255,342.48,19.972,11.08516279,115.362,31.593
2707.359,340.234,19.971,11.07481395,113.414,31.437
2707.462,337.409,19.984,11.06446512,111.931,30.401
2707.566,334.906,19.995,11.05411628,111.207,29.502
2707.67,333.806,20.006,11.04376744,111.29,29.589
2707.773,334.446,20.015,11.0334186,111.373,30.543
2707.877,336.775,20.027,11.02306977,110.546,31.241
2707.981,339.655,20.026,11.01272093,109.034,30.689
2708.084,341.41,20.02,11.00237209,107.532,29.369
2708.188,341.107,20.009,10.99202326,106.318,28.556
2708.292,338.795,19.979,10.98167442,106.052,28.694
2708.395,334.762,19.972,10.97132558,107.529,29.32
2708.499,330.168,19.975,10.96097674,110.361,29.554
2708.603,326.311,19.989,10.95062791,112.614,29.183
2708.706,324.414,20.034,10.94027907,112.985,28.655
2708.81,325.084,20.055,10.92993023,111.834,28.554
2708.913,328.457,20.072,10.9195814,109.939,29.155
2709.017,333.424,20.085,10.90923256,108.378,30.213
2709.121,337.646,20.112,10.89888372,108.53,31.102
2709.224,339.821,20.133,10.88853488,110.983,31.574
2709.328,340.51,20.16,10.87818605,114.233,32.021
2709.432,340.115,20.195,10.86783721,115.711,32.661
2709.535,338.555,20.285,10.85748837,113.967,33.172
2709.639,336.865,20.343,10.84713953,110.798,33.023
2709.742,336.857,20.412,10.8367907,108.861,32.134
2709.846,339.418,20.495,10.82644186,108.572,30.817
2709.949,343.623,20.712,10.81609302,108.463,29.745
2710.053,347.156,20.849,10.80574419,107.328,29.41
2710.156,348.239,21.003,10.79539535,105.912,29.939
2710.26,345.565,21.17,10.78504651,104.959,30.502
2710.364,338.561,21.523,10.77469767,104.56,30.484
2710.467,327.51,21.7,10.76434884,104.011,30.328
2710.571,315.051,21.875,10.754,102.373,30.581
2710.674,304.864,22.05,8.719,100.407,30.425
2710.778,298.416,22.418,5.88,100.224,28.468
2710.882,295.339,22.615,2.912,103.427,25.886
2710.985,296.311,22.819,0.006,106.707,24.522
2711.089,301.471,23.031,0.01,106.219,24.744
2711.193,307.698,23.47,0.012,100.509,25.61
2711.296,312.465,23.692,0.01,92.188,25.984
2711.4,309.346,23.91,0.01,83.712,24.355
2711.504,294.015,24.117,0.013,76.881,19.602
2711.607,272.455,24.488,0.019,72.112,13.906
2711.711,252.358,24.652,0.35,69.375,10.246
2711.814,234.745,24.803,1.8,68.133,8.73
2711.918,224.749,24.94,2.568,68.818,8.652
2712.021,227.521,25.143,1.888,71.325,9.161
2712.125,236.575,25.187,0.933,73.872,9.841
2712.229,247.253,25.181,0.547,75.528,10.867
2712.333,261.621,25.128,0.368,76.974,12.645
2712.436,279.647,24.938,0.163,79.761,15.327
2712.54,296.361,24.841,0.065,83.763,18.26
2712.644,307.241,24.766,0.067,87.999,20.552
2712.747,312.462,24.717,0.065,91.7,21.761
2712.851,312.297,24.69,0.021,93.909,22.536
2712.955,308.054,24.699,0.017,93.902,23.4
2713.058,302.252,24.715,0.016,92.916,24.213
2713.162,298.664,24.737,0.021,93.273,24.607
2713.266,297.098,24.788,0.675,95.856,24.626
2713.369,295.983,24.813,2.363,98.485,24.511
2713.473,295.003,24.832,3.169,98.481,24.318
2713.577,294.44,24.838,1.909,96.153,24.139
2713.68,294.119,24.762,0.203,93.006,24.184
2713.784,293.813,24.655,0.015,90.252,24.317
2713.888,293.577,24.494,0.007,87.655,24.265
2713.991,293.901,24.283,0.003,85.37,24.004
2714.095,294.941,23.778,0.001,84.984,23.565
2714.199,296.316,23.522,0,87.113,22.935
2714.302,297.669,23.281,0,90.695,22.394
2714.406,298.743,23.06,0,93.703,22.574
2714.51,299.326,22.677,0,96.094,23.569
2714.614,299.571,22.513,0,98.865,24.779
2714.717,299.781,22.363,0,101.795,25.561
2714.821,300.611,22.229,0.006,103.898,25.857
2714.924,301.705,21.994,0.008,104.487,25.783
2715.028,301.572,21.89,0.011,104.176,25.477
2715.132,300.312,21.797,0.013,103.611,25.263
2715.235,299.145,21.717,0.014,103.395,25.532
2715.339,297.775,21.612,0.016,103.717,26.254
2715.443,297.281,21.587,0.02,104.415,26.967
2715.546,298.526,21.579,0.022,105.203,26.971
2715.65,299.712,21.581,0.084,105.188,26.21
2715.753,299.982,21.609,0.316,103.903,25.342
2715.857,300.623,21.634,1.388,102.346,24.891
2715.96,300.979,21.667,2.296,101.607,24.888
2716.064,300.675,21.709,3.273,102.176,25.125
2716.168,301.144,21.815,4.305,103.138,25.431
2716.271,302.329,21.878,6.213,103.462,25.721
2716.375,302.866,21.947,6.266,103.628,26.054
2716.479,302.985,22.023,5.997,104.928,26.512
2716.582,303.228,22.19,7.672,107.183,26.769
2716.686,302.764,22.278,8.564,108.19,26.503
2716.789,300.98,22.369,9.436,106.414,25.918
2716.893,298.303,22.465,9.752,103.077,25.263
2716.997,295.4,22.689,9.924,100.89,24.597
2717.1,293.249,22.826,10.126,100.727,24.05
2717.204,292.816,22.984,10.172,102.535,23.953
2717.307,293.709,23.165,10.224,104.745,24.353
2717.411,295.749,23.594,10.247,105.59,24.747
2717.515,298.999,23.84,10.65,104.289,24.681
2717.618,302.221,24.106,10.93,102.805,24.358
2717.722,304.369,24.392,10.93012871,102.967,24.307
2717.826,305.664,25.019,10.93025743,104.716,24.742
2717.929,305.996,25.352,10.93038614,105.524,25.514
2718.033,304.916,25.683,10.93051485,103.706,26.101
2718.136,302.417,26.002,10.93064356,98.873,25.965
2718.24,299.067,26.563,10.93077228,93.044,24.951
2718.344,295.841,26.805,10.93090099,87.956,23.534
2718.447,293.476,27.03,10.9310297,84.766,22.221
2718.551,292.223,27.25,10.93115842,83.103,21.081
2718.655,291.394,27.724,10.93128713,82.535,20.235
2718.758,289.76,28.002,10.93141584,83.125,20.021
2718.862,287.424,28.324,10.93154455,85.747,20.6
2718.965,285.414,28.699,10.93167327,90.907,21.464
2719.069,283.644,29.608,10.93180198,95.981,21.999
2719.173,282.922,30.134,10.93193069,98.128,22.01
2719.276,285.167,30.694,10.93205941,96.669,22.35
2719.38,289.186,31.279,10.93218812,94.517,22.622
2719.483,291.923,32.485,10.93231683,93.127,22.577
2719.587,293.427,33.093,10.93244554,91.911,22.118
2719.69,293.011,33.697,10.93257426,90.755,21.726
2719.794,290.701,34.289,10.93270297,90.468,22.062
2719.898,289.314,35.413,10.93283168,90.904,23.045
2720.001,289.964,35.933,10.9329604,90.486,24.043
2720.105,291.929,36.427,10.93308911,88.036,24.511
2720.208,295.502,36.899,10.93321782,84.693,24.645
2720.312,297.035,37.8,10.93334653,81.889,24.459
2720.416,294.619,38.229,10.93347525,80.961,23.763
2720.519,292.413,38.637,10.93360396,82.581,23.034
2720.623,292.459,39.018,10.93373267,86.203,22.994
2720.727,293.295,39.681,10.93386139,89.764,23.713
2720.83,295.998,39.961,10.9339901,91.682,24.568
2720.934,300.453,40.206,10.93411881,91.907,24.908
2721.037,304.04,40.423,10.93424752,91.176,24.639
2721.141,304.985,40.799,10.93437624,90.282,24.116
2721.244,304.811,40.975,10.93450495,90.28,23.877
2721.348,305,41.147,10.93463366,91.74,24.198
2721.452,304.235,41.304,10.93476238,93.522,24.831
2721.555,302.093,41.467,10.93489109,93.623,25.362
2721.659,301.739,41.407,10.9350198,91.541,25.704
2721.762,304.095,41.21,10.93514851,87.817,26.019
2721.866,307.423,40.858,10.93527723,83.515,26.386
2721.97,311.754,39.682,10.93540594,80.538,26.783
2722.074,316.279,38.894,10.93553465,79.902,27.235
2722.177,318.693,38.012,10.93566337,81.108,27.518
2722.281,317.724,37.071,10.93579208,82.826,27.291
2722.385,314.902,35.119,10.93592079,84.617,26.574
2722.488,311.001,34.149,10.9360495,86.299,25.594
2722.592,303.829,33.207,10.93617822,86.931,24.629
2722.696,291.66,32.313,10.93630693,85.72,24.597
2722.799,278.991,30.743,10.93643564,83.847,22.892
2722.903,272.251,30.096,10.93656436,82.721,21.938
2723.006,270.53,29.548,10.93669307,83.919,21.267
2723.11,274.375,29.089,10.93682178,87.493,21.315
2723.213,283.951,28.362,10.9369505,92.039,21.671
2723.317,292.391,28.051,10.93707921,94.36,21.651
2723.421,292.192,27.748,10.93720792,93.64,21.156
2723.524,289.359,27.444,10.93733663,92.126,20.959
2723.628,288.967,26.849,10.93746535,93.258,21.437
2723.731,290.992,26.585,10.93759406,97.08,22.5
2723.835,295.276,26.365,10.93772277,102.012,23.722
2723.938,301.174,26.195,10.93785149,106.046,24.597
2724.042,304.209,26.002,10.9379802,108.027,24.833
2724.146,303.706,25.963,10.93810891,107.315,24.555
2724.249,302.173,25.951,10.93823762,105.597,24.204
2724.353,300.894,25.958,10.93836634,104.802,23.919
2724.457,299.473,26.003,10.93849505,105.4,23.52
2724.56,297.888,26.023,10.93862376,105.559,23.203
2724.664,296.43,26.029,10.93875248,104.296,23.415
2724.768,295.479,26.012,10.93888119,101.637,24.259
2724.871,295.106,25.901,10.9390099,98.108,24.966
2724.975,294.564,25.805,10.93913861,94.582,24.541
2725.078,293.697,25.687,10.93926733,93.053,23.288
2725.182,292.796,25.548,10.93939604,93.954,22.315
2725.286,291.94,25.228,10.93952475,95.852,22.205
2725.389,291.681,25.056,10.93965347,97.007,22.618
2725.493,292.34,24.883,10.93978218,97.713,23.049
2725.597,293.188,24.714,10.93991089,98.746,23.298
2725.7,293.337,24.399,10.9400396,99.52,23.289
2725.804,293.111,24.257,10.94016832,99.481,23.041
2725.907,294.396,24.128,10.94029703,99.539,23.188
2726.011,297.766,24.015,10.94042574,100.597,24.048
2726.115,301.95,23.84,10.94055446,102.277,24.938
2726.218,305.842,23.775,10.94068317,102.691,24.726
2726.322,306.467,23.72,10.94081188,100.656,24.682
2726.425,300.644,23.668,10.94094059,96.547,22.309
2726.529,292.262,23.569,10.94106931,92.646,21.425
2726.632,287.261,23.526,10.94119802,91.254,21.207
2726.736,287.184,23.492,10.94132673,93.734,21.907
2726.839,292.302,23.475,10.94145545,98.558,23.126
2726.943,301.64,23.496,10.94158416,103.537,24.137
2727.046,309.233,23.537,10.94171287,106.838,24.484
2727.15,311.301,23.597,10.94184158,108.68,24.77
2727.253,309.905,23.675,10.9419703,109.437,25.795
2727.356,308.685,23.882,10.94209901,109.508,27.602
2727.46,309.2,24.009,10.94222772,109.575,28.855
2727.563,311.575,24.149,10.94235644,110.041,28.641
2727.667,314.493,24.303,10.94248515,110.916,27.841
2727.771,316.309,24.661,10.94261386,111.622,27.7
2727.874,316.274,24.87,10.94274257,111.886,28.139
2727.978,315.582,25.1,10.94287129,111.855,28.442
2728.081,315.354,25.354,10.943,111.409,28.344
2728.185,315.326,25.922,10.552,111.06,27.779
2728.288,313.56,26.231,10.194,111.326,26.765
2728.392,307.796,26.551,10.121,111.144,25.624
2728.495,298.685,26.883,9.793,107.74,24.632
2728.599,292.394,27.59,9.23,101.245,23.689
2728.702,291.603,27.979,7.385,94.758,22.789
2728.806,295.245,28.407,6.1,92.669,22.469
2728.91,302.842,28.884,4.771,94.788,23.307
2729.013,313.17,30.014,3.462,99.235,24.645
2729.117,319.66,30.667,1.472,103.584,25.002
2729.22,317.564,31.368,0.771,106.458,23.886
2729.324,306.513,32.098,0.346,106.468,22.481
2729.427,291.949,33.547,0.113,102.984,21.212
2729.531,277.615,34.211,0.02,96.671,19.916
2729.634,268.563,34.799,0.019,89.352,18.924
2729.738,269.675,35.296,0.017,83.427,18.867
2729.841,280.418,36.022,0.016,80.075,20.257
2729.945,294.371,36.288,0.014,79.15,22.386
2730.048,305.015,36.532,0.013,79.453,24.214
2730.152,308.8,36.789,0.013,80.807,24.723
2730.255,306.826,37.456,0.012,84.016,24.17
2730.359,303.556,37.901,0.01,88.548,23.494
2730.462,300.592,38.427,0.01,92.116,23.192
2730.565,298.228,39.029,0.009,92.751,23.242
2730.669,297.529,40.42,0.008,91.775,23.722
2730.772,298.351,41.181,0.007,91.855,24.472
2730.876,298.512,41.962,0.006,93.038,25.254
2730.979,298.11,42.74,0.006,93.379,25.718
2731.083,299.565,44.18,0.006,91.749,25.975
2731.186,302.047,44.787,0.005,89.335,26.301
2731.289,302.341,45.294,0.005,87.112,26.442
2731.393,300.564,45.7,0.005,86.337,26.063
2731.496,300.345,46.284,0.005,87.332,25.385
2731.599,300.82,46.515,0.005,89.41,24.628
2731.703,299.938,46.735,0.005,90.43,23.557
2731.806,300.073,46.954,0.005,89.137,22.161
2731.91,300.156,47.376,0.005,85.838,21.127
2732.013,296.495,47.569,0.005,82.43,20.865
2732.116,291.802,47.75,0.005,80.293,21.232
2732.22,289.738,47.927,0.005,80.43,21.851
2732.323,290.176,48.329,0.005,82.359,22.603
2732.427,294.151,48.585,0.005,85.21,23.399
2732.53,300.581,48.891,0.005,87.482,23.972
2732.634,304.85,49.251,0.005,88.016,24.202
2732.737,305.83,50.133,0.005,87.139,24.243
2732.841,305.13,50.65,0.005,86.571,24.133
2732.944,304.214,51.212,0.005,87.24,23.952
2733.048,303.865,51.814,0.005,88.918,24.121
2733.151,303.148,53.086,0.005,90.59,24.938
2733.255,302.189,53.723,0.005,91.348,26.204
2733.358,302.556,54.335,0.006,90.265,27.181
2733.462,302.899,54.907,0.006,87.429,27.261
2733.565,302.374,55.901,0.007,84.338,26.462
2733.668,303.34,56.324,0.008,83.439,25.325
2733.772,305.029,56.698,0.008,84.845,24.361
2733.875,305.693,57.025,0.015,86.357,23.909
2733.979,306.544,57.525,0.016,85.557,24.205
2734.082,308.314,57.692,0.016,83.462,25.249
2734.185,310.532,57.803,0.016,82.887,26.477
2734.289,313.379,57.857,0.016,84.808,27.03
2734.392,316.082,57.799,0.016,86.196,26.67
2734.495,317.693,57.696,0.014,84.411,26.168
2734.599,319.09,57.563,0.014,80.523,26.359
2734.702,319.823,57.422,0.013,76.747,27.166
2734.806,317.58,57.241,0.012,74.726,27.783
2734.909,312.872,57.26,0.011,74.935,27.491
2735.013,307.245,57.389,0.011,77.797,26.538
2735.116,302.018,57.647,0.01,82.634,25.862
2735.22,299.219,58.574,0.01,87.565,26.088
2735.323,299.973,59.209,0.009,92.61,27.002
2735.427,302.167,59.895,0.008,98.518,27.771
2735.53,303.681,60.564,0.008,104.608,27.744
2735.634,303.844,61.581,0.007,108.653,27.013
2735.737,302.501,61.842,0.006,107.987,26.139
2735.841,301.058,61.927,0.005,102.054,25.403
2735.944,302.024,61.858,0.005,92.211,24.878
2736.048,306.065,61.39,0.005,83.76,24.671
2736.151,311.398,61.054,0.005,80.309,24.969
2736.255,315.005,60.683,0.005,81.907,25.704
2736.358,316.671,60.297,0.005,84.487,26.454
2736.461,317.06,59.535,0.005,85.957,26.864
2736.565,315.442,59.189,0.005,86.498,26.967
2736.668,312.74,58.888,0.005,87.67,27.006
2736.772,311.173,58.647,0.006,89.83,26.9
2736.875,310.411,58.375,0.006,91.731,26.451
2736.979,309.301,58.33,0.007,91.968,25.807
2737.083,308.494,58.314,0.008,90.109,25.298
2737.186,307.989,58.286,0.008,87.708,24.87
2737.29,307.755,58.04,0.009,85.602,24.156
2737.393,307.462,57.763,0.009,82.489,23.212
2737.497,304.531,57.363,0.01,77.94,22.654
2737.6,299.537,56.838,0.01,73.108,22.767
2737.704,296.725,55.416,0.01,70.16,23.471
2737.807,295.796,54.537,0.01,69.918,24.495
2737.91,296.051,53.574,0.009,72.079,25.637
2738.014,300.027,52.564,0.009,75.252,26.426
2738.118,306.313,50.58,0.009,77.841,26.338
2738.221,308.896,49.688,0.009,79.879,25.121
2738.325,304.335,48.897,0.01,82.976,23.35
2738.429,296.555,48.22,0.01,86.643,21.774
2738.532,290.124,47.2,0.011,88.925,21.069
2738.636,285.752,46.833,0.011,89.456,21.445
2738.74,284.705,46.534,0.012,89.855,22.709
2738.843,287.934,46.277,0.012,91.228,24.217
2738.947,292.428,45.805,0.012,92.401,24.954
2739.05,295.888,45.571,0.013,92.504,24.606
2739.154,297.357,45.345,0.013,91.883,23.938
2739.257,296.952,45.139,0.013,91.251,23.558
2739.36,296.662,44.854,0.013,90.582,23.294
2739.464,297.024,44.799,0.013,90.462,22.83
2739.567,296.867,44.809,0.012,91.303,22.45
2739.671,296.562,44.881,0.012,93.261,22.583
2739.774,296.622,45.155,0.011,95.611,23.209
2739.878,296.779,45.309,0.01,97.894,23.819
2739.981,297.546,45.432,0.01,99.804,23.746
2740.085,299.097,45.488,0.01,99.518,23.295
2740.188,300.415,45.269,0.01,95.232,23.178
2740.292,299.229,44.955,0.01,87.378,23.782
2740.395,294.326,44.5,0.011,79.384,24.358
2740.499,288.31,43.92,0.011,74.418,23.991
2740.602,284.908,42.499,0.011,73.799,23.086
2740.706,284.68,41.73,0.012,75.979,22.749
2740.809,287.504,40.967,0.013,80.412,23.449
2740.913,293.865,40.235,0.013,87.571,24.365
2741.016,300.32,38.889,0.014,96.031,24.32
2741.12,302.592,38.252,0.015,102.289,23.224
2741.223,301.925,37.604,0.015,104.069,22.273
2741.327,301.478,36.919,0.015,103.177,22.184
2741.43,300.52,35.378,0.016,101.639,22.64
2741.534,297.241,34.521,0.016,99.232,22.9
2741.637,291.635,33.624,0.017,95.411,22.777
2741.741,285.607,32.707,0.017,91.728,22.571
2741.844,281.821,30.9,0.017,89.91,22.508
2741.948,280.635,30.043,0.018,90.108,22.726
2742.052,281.437,29.232,0.019,91.03,23.194
2742.155,284.496,28.472,0.019,92.379,23.5
2742.259,288.696,27.104,0.019,94.654,23.223
2742.362,291.332,26.49,0.02,98.342,22.666
2742.466,291.96,25.923,0.02,102.314,22.344
2742.57,292.488,25.405,0.021,104.136,22.144
2742.673,292.999,24.529,0.021,103.214,21.699
2742.777,292.674,24.175,0.028,101.419,21.219
2742.88,292.678,23.874,0.034,101.551,21.504
2742.984,294.499,23.619,0.037,103.748,22.796
2743.088,297.194,23.211,0.036,106.247,24.355
2743.191,299.308,23.042,0.028,107.058,25.174
2743.295,299.641,22.884,0.023,105.831,25.08
2743.398,297.811,22.732,0.021,102.823,24.698
2743.502,294.224,22.427,0.021,99.782,24.465
2743.606,290.646,22.273,0.024,98.206,24.34
2743.709,288.108,22.121,0.04,98.691,24.113
2743.813,287.039,21.976,0.067,100.433,23.777
2743.917,288.028,21.729,0.107,102.668,23.511
2744.02,290.505,21.635,0.216,104.532,23.578
2744.124,293.48,21.562,0.285,105.403,24.027
2744.227,297.153,21.508,0.367,105.481,24.603
2744.331,300.765,21.446,0.46,106.039,25.163
2744.434,302.364,21.433,0.634,107.515,25.694
2744.538,302.731,21.429,0.704,108.915,26.133
2744.641,302.826,21.432,0.747,109.598,26.37
2744.745,302.821,21.446,0.776,110.363,26.384
2744.849,302.988,21.454,0.865,111.021,26.113
2744.952,303.157,21.461,0.922,110.068,25.329
2745.056,302.97,21.468,0.991,107.354,24.117
2745.159,302.591,21.478,1.076,104.829,23.123
2745.263,301.149,21.48,1.285,104.395,22.838
2745.366,298.366,21.478,1.418,105.399,22.965
2745.47,296.023,21.47,1.582,105.936,22.899
2745.573,295.309,21.436,1.78,104.74,22.523
2745.677,295.025,21.411,2.295,102.186,22.34
2745.78,295.261,21.385,2.608,100.453,22.592
2745.884,295.87,21.36,2.929,100.298,22.978
2745.987,295.705,21.327,3.221,100.886,22.992
2746.09,295.301,21.325,3.71,101.666,22.773
2746.194,295.897,21.337,3.709,103.902,22.842
2746.297,297.148,21.365,3.767,108.115,23.321
2746.401,298.89,21.477,4.087,111.741,23.985
2746.504,300.581,21.557,4.846,112.851,24.408
2746.607,301.353,21.647,5.343,111.453,24.442
2746.711,300.988,21.744,5.701,109.545,24.277
2746.814,299.735,21.938,6.031,107.542,24.003
2746.918,298.018,22.026,6.85,104.821,23.566
2747.021,296.844,22.103,7.223,102.307,22.92
2747.125,295.214,22.163,7.776,100.866,22.232
2747.228,291.111,22.217,8.366,99.553,21.721
2747.332,284.693,22.207,9.067,96.6,21.331
2747.435,278.069,22.19,9.324,92.378,20.791
2747.538,272.786,22.173,9.524,90.602,20.231
2747.642,271.599,22.059,9.695,92.858,20.202
2747.745,275.986,21.996,10.162,98.327,20.888
2747.849,284.226,21.937,10.378,104.023,21.917
2747.952,292.112,21.887,10.614,107.711,22.635
2748.056,298.226,21.81,10.88,108.614,22.954
2748.159,301.659,21.777,10.97442667,109.205,23.062
2748.263,302.53,21.744,11.06885333,111.113,23.152
2748.366,302.365,21.709,11.16328,113.081,23.355
2748.469,302.811,21.629,11.25770667,112.901,23.858
2748.573,303.246,21.582,11.35213333,111.192,24.643
2748.676,303.339,21.534,11.33766667,110.295,25.542
2748.78,303.921,21.486,11.3232,110.702,26.049
