DGA,POR,Y
2.907,0.016,1
2.908,0.016,1
2.91,0.016,1
2.911,0.016,1
2.92,0.014,1
2.925,0.014,1
2.93,0.013,1
2.934,0.012,1
2.94,0.011,1
2.942,0.011,1
2.945,0.01,1
2.947,0.01,1
2.954,0.009,1
2.96,0.008,1
2.974,0.008,1
2.977,0.007,1
2.98,0.006,1
2.979,0.005,1
2.98,0.005,1
2.98,0.005,1
2.976,0.005,1
2.977,0.005,1
2.977,0.005,1
2.977,0.005,1
2.975,0.005,1
2.974,0.005,1
2.972,0.006,1
2.98,0.006,1
2.98,0.007,1
2.978,0.008,1
2.977,0.008,1
2.975,0.009,1
2.973,0.009,1
2.97,0.01,1
2.965,0.01,1
2.953,0.01,1
2.957,0.01,1
2.967,0.009,1
2.971,0.009,1
2.973,0.009,1
2.973,0.009,1
2.972,0.01,1
2.971,0.01,1
2.97,0.011,1
2.968,0.011,1
2.966,0.012,1
2.965,0.012,1
2.962,0.012,1
2.961,0.013,1
2.962,0.013,1
2.961,0.013,1
2.962,0.013,1
2.963,0.013,1
2.964,0.012,1
2.966,0.012,1
2.967,0.011,1
2.97,0.01,1
2.971,0.01,1
2.971,0.01,1
2.971,0.01,1
2.97,0.01,1
2.969,0.011,1
2.969,0.011,1
2.968,0.011,1
2.965,0.012,1
2.964,0.013,1
2.962,0.013,1
2.96,0.014,1
2.957,0.015,1
2.956,0.015,1
2.955,0.015,1
2.954,0.016,1
2.953,0.016,1
2.952,0.017,1
2.951,0.017,1
2.949,0.017,1
2.947,0.018,1
2.945,0.019,1
2.944,0.019,1
2.944,0.019,1
2.942,0.02,1
2.941,0.02,1
2.94,0.021,1
2.937,0.021,1
2.935,0.028,1
2.935,0.034,1
2.935,0.037,1
2.935,0.036,1
2.935,0.028,1
2.935,0.023,1
2.936,0.021,1
2.937,0.021,1
2.937,0.024,1
2.936,0.04,1
2.935,0.067,1
2.933,0.107,1
2.93,0.216,1
2.928,0.285,1
2.926,0.367,1
2.924,0.46,1
2.922,0.634,1
2.921,0.704,1
2.92,0.747,1
2.92,0.776,1
2.92,0.865,1
2.92,0.922,1
2.919,0.991,1
2.918,1.076,1
2.917,1.285,1
2.916,1.418,1
2.914,1.582,1
2.912,1.78,1
2.908,2.295,1
2.906,2.608,1
2.904,2.929,1
2.902,3.221,1
2.898,3.71,1
2.89,3.709,1
2.883,3.767,1
2.883,4.087,1
2.887,4.846,1
2.89,5.343,1
2.889,5.701,1
2.887,6.031,1
2.879,6.85,1
2.874,7.223,1
2.87,7.776,1
2.868,8.366,1
2.859,9.067,1
2.855,9.324,1
2.851,9.524,1
2.847,9.695,1
2.837,10.162,1
2.83,10.378,1
2.822,10.614,1
2.815,10.88,4
2.801,11.41,4
2.793,11.679,4
2.786,12.103,4
2.778,12.544,4
2.763,13.158,4
2.754,13.183,4
2.746,13.044,4
2.739,12.901,4
2.726,13.144,4
2.718,13.382,4
2.712,13.838,4
2.708,14.409,4
2.702,15.273,4
2.702,15.963,4
2.702,16.393,4
2.704,16.549,4
2.706,16.668,4
2.708,16.911,4
2.707,17.174,4
2.703,17.282,4
2.7,17.094,4
2.698,16.764,4
2.698,16.404,4
2.699,16.171,4
2.699,16.266,4
2.697,16.915,4
2.697,17.859,4
2.7,18.641,4
2.708,18.732,4
2.715,18.516,4
2.725,18.099,4
2.737,17.599,4
2.749,16.872,4
2.754,16.256,4
2.753,15.81,4
2.749,15.71,4
2.743,16.047,4
2.738,16.326,4
2.733,16.303,4
2.73,15.811,4
2.729,15.06,4
2.73,14.329,4
2.732,14.102,4
2.733,14.429,4
2.732,15.059,4
2.73,15.624,4
2.727,15.961,4
2.724,16.027,4
2.724,15.773,4
2.725,15.475,4
2.728,15.225,4
2.733,15.15,4
2.74,15.009,4
2.742,14.769,4
2.743,14.333,4
2.746,13.93,4
2.755,13.571,4
2.761,13.428,4
2.767,12.951,4
2.773,12.056,4
2.787,10.542,4
2.796,9.613,4
2.805,8.924,4
2.815,8.374,1
2.836,7.254,1
2.846,6.774,1
2.852,6.574,1
2.856,6.163,1
2.864,3.682,1
2.836,1.713,1
2.82,0.591,1
2.815,0.143,1
2.824,0.031,1
2.828,0.03,1
2.833,0.029,1
2.85,0.136,1
2.882,0.274,1
2.905,0.315,1
2.903,0.209,1
2.885,0.074,1
2.875,0.022,1
2.884,0.02,1
2.899,0.019,1
2.933,0.017,1
2.949,0.015,1
2.953,0.013,1
2.943,0.012,1
2.941,0.011,1
2.951,0.009,1
2.955,0.009,1
2.959,0.008,1
2.962,0.007,1
2.977,0.007,1
2.98,0.007,1
2.978,0.007,1
2.969,0.007,1
2.961,0.008,1
2.959,0.008,1
2.963,0.008,1
2.964,0.008,1
2.959,0.008,1
2.958,0.008,1
2.959,0.008,1
2.968,0.008,1
2.972,0.008,1
2.974,0.008,1
2.976,0.008,1
2.976,0.008,1
2.978,0.008,1
2.979,0.007,1
2.981,0.007,1
2.982,0.006,1
2.983,0.005,1
2.985,0.004,1
2.99,0.003,1
2.993,0.002,1
2.997,0.001,1
2.998,0.001,1
2.999,0,1
2.999,0,1
2.995,0.001,1
2.992,0.002,1
2.988,0.002,1
2.984,0.003,1
2.975,0.005,1
2.976,0.006,1
2.977,0.007,1
2.975,0.008,1
2.97,0.009,1
2.968,0.01,1
2.968,0.01,1
2.97,0.01,1
2.97,0.01,1
2.97,0.01,1
2.971,0.01,1
2.97,0.01,1
2.97,0.009,1
2.971,0.009,1
2.972,0.009,1
2.972,0.009,1
2.972,0.008,1
2.973,0.008,1
2.977,0.008,1
2.977,0.008,1
2.977,0.008,1
2.977,0.008,1
2.977,0.008,1
2.977,0.008,1
2.977,0.008,1
2.978,0.008,1
2.987,0.005,1
2.984,0.006,1
2.982,0.006,1
2.976,0.008,1
2.964,0.013,1
2.949,0.018,1
2.938,0.021,1
2.936,0.044,1
2.944,0.019,1
2.962,0.013,1
2.982,0.006,1
2.998,0.001,1
3,0,1
2.998,0.001,1
2.981,0.007,1
2.965,0.012,1
2.956,0.015,1
2.96,0.014,1
2.978,0.008,1
2.998,0.001,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.991,0.003,1
2.968,0.011,1
2.956,0.015,1
2.954,0.016,1
2.955,0.015,1
2.957,0.015,1
2.958,0.014,1
2.957,0.015,1
2.957,0.015,1
2.955,0.014,1
2.957,0.012,1
2.969,0.009,1
2.983,0.006,1
2.993,0.002,1
2.997,0.001,1
2.988,0.004,1
2.97,0.01,1
2.961,0.013,1
2.966,0.012,1
2.973,0.009,1
2.97,0.01,1
2.962,0.013,1
2.962,0.013,1
2.968,0.011,1
2.969,0.011,1
2.963,0.013,1
2.952,0.016,1
2.945,0.019,1
2.945,0.019,1
2.95,0.017,1
2.953,0.016,1
2.951,0.017,1
2.945,0.019,1
2.941,0.02,1
2.939,0.021,1
2.939,0.021,1
2.944,0.019,1
2.959,0.014,1
2.973,0.009,1
2.973,0.009,1
2.967,0.011,1
2.978,0.008,1
3,0,1
3,0,1
2.998,0.001,1
2.976,0.008,1
2.965,0.012,1
2.961,0.014,1
2.954,0.016,1
2.945,0.019,1
2.942,0.02,1
2.948,0.018,1
2.959,0.014,1
2.97,0.011,1
2.977,0.008,1
2.979,0.007,1
2.984,0.006,1
2.995,0.002,1
3,0,1
3,0,1
3,0,1
3,0,1
2.987,0.005,1
2.976,0.008,1
2.971,0.01,1
2.969,0.011,1
2.966,0.012,1
2.967,0.011,1
2.977,0.008,1
2.989,0.004,1
2.999,0.001,1
3,0,1
2.991,0.003,1
2.978,0.008,1
2.967,0.011,1
2.964,0.012,1
2.967,0.011,1
2.972,0.009,1
2.976,0.008,1
2.981,0.006,1
2.991,0.003,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.975,0.009,1
2.948,0.018,1
2.936,0.038,1
2.943,0.02,1
2.96,0.014,1
2.968,0.011,1
2.962,0.013,1
2.953,0.016,1
2.95,0.017,1
2.952,0.017,1
2.951,0.017,1
2.954,0.016,1
2.967,0.012,1
2.985,0.005,1
2.995,0.002,1
2.994,0.002,1
2.983,0.006,1
2.973,0.009,1
2.973,0.009,1
2.98,0.007,1
2.981,0.007,1
2.973,0.01,1
2.965,0.012,1
2.961,0.013,1
2.954,0.016,1
2.949,0.017,1
2.956,0.015,1
2.975,0.009,1
2.993,0.003,1
3,0,1
3,0,1
2.997,0.001,1
2.99,0.004,1
2.977,0.008,1
2.963,0.013,1
2.954,0.016,1
2.954,0.016,1
2.961,0.013,1
2.974,0.009,1
2.986,0.005,1
2.99,0.004,1
2.984,0.006,1
2.977,0.008,1
2.974,0.009,1
2.97,0.01,1
2.964,0.013,1
2.956,0.015,1
2.955,0.016,1
2.958,0.014,1
2.96,0.014,1
2.961,0.014,1
2.961,0.014,1
2.96,0.014,1
2.964,0.013,1
2.972,0.01,1
2.984,0.006,1
2.999,0,1
3,0,1
3,0,1
2.987,0.005,1
2.972,0.01,1
2.976,0.008,1
2.988,0.004,1
2.992,0.003,1
2.99,0.004,1
2.989,0.004,1
2.993,0.002,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.988,0.004,1
2.974,0.009,1
2.97,0.011,1
2.976,0.008,1
2.977,0.008,1
2.971,0.01,1
2.972,0.01,1
2.986,0.005,1
2.997,0.001,1
2.993,0.002,1
2.981,0.007,1
2.967,0.011,1
2.953,0.016,1
2.942,0.02,1
2.939,0.021,1
2.947,0.018,1
2.962,0.013,1
2.976,0.008,1
2.986,0.005,1
2.994,0.002,1
3,0,1
3,0,1
2.989,0.004,1
2.977,0.008,1
2.964,0.013,1
2.941,0.02,1
2.911,1.951,1
2.883,6.129,1
2.862,7.412,1
2.86,6.78,1
2.872,4.643,1
2.892,1.749,1
2.918,0.181,1
2.94,0.02,1
2.939,0.021,1
2.924,0.53,1
2.912,1.827,1
2.905,2.727,1
2.907,2.172,1
2.917,0.542,1
2.937,0.019,1
2.95,0.014,1
2.944,0.016,1
2.93,0.02,1
2.925,0.02,1
2.926,0.016,1
2.95,0.013,1
2.966,0.011,1
2.969,0.011,1
2.971,0.01,1
2.964,0.012,1
2.943,0.017,1
2.921,0.1,1
2.906,0.791,1
2.898,1.508,1
2.897,1.535,1
2.908,0.731,1
2.924,0.086,1
2.938,0.019,1
2.946,0.017,1
2.944,0.018,1
2.937,0.021,1
2.927,0.213,1
2.922,0.424,1
2.924,0.296,1
2.936,0.025,1
2.952,0.017,1
2.965,0.012,1
2.97,0.01,1
2.969,0.011,1
2.965,0.012,1
2.955,0.015,1
2.939,0.02,1
2.925,0.251,1
2.918,0.612,1
2.921,0.386,1
2.931,0.021,1
2.943,0.016,1
2.944,0.012,1
2.948,0.011,1
2.964,0.01,1
2.971,0.009,1
2.964,0.012,1
2.94,0.02,1
2.918,0.762,1
2.912,1.453,1
2.919,0.847,1
2.93,0.223,1
2.933,0.118,1
2.933,0.119,1
2.938,0.021,1
2.948,0.018,1
2.953,0.016,1
2.949,0.017,1
2.944,0.019,1
2.947,0.018,1
2.96,0.014,1
2.968,0.01,1
2.97,0.008,1
2.97,0.009,1
2.979,0.007,1
2.996,0.002,1
3,0,1
3,0,1
3,0,1
2.999,0,1
2.996,0.001,1
2.996,0.001,1
2.996,0.001,1
3,0,1
3,0,1
3,0,1
2.984,0.005,1
2.964,0.013,1
2.956,0.015,1
2.966,0.012,1
2.986,0.005,1
3,0,1
3,0,1
2.998,0.001,1
2.989,0.004,1
2.99,0.004,1
2.992,0.003,1
2.982,0.006,1
2.963,0.013,1
2.95,0.017,1
2.953,0.016,1
2.965,0.012,1
2.973,0.009,1
2.977,0.008,1
2.982,0.006,1
2.986,0.005,1
2.981,0.007,1
2.968,0.011,1
2.95,0.017,1
2.933,0.077,1
2.925,0.433,1
2.926,0.384,1
2.93,0.216,1
2.924,0.551,1
2.909,2.264,1
2.897,4.096,1
2.896,3.886,1
2.91,1.572,1
2.934,0.059,1
2.957,0.015,1
2.969,0.011,1
2.974,0.009,1
2.973,0.009,1
2.969,0.011,1
2.969,0.011,1
2.974,0.009,1
2.97,0.01,1
2.952,0.016,1
2.933,0.095,1
2.926,0.395,1
2.928,0.299,1
2.936,0.048,1
2.945,0.019,1
2.953,0.016,1
2.956,0.015,1
2.952,0.017,1
2.942,0.02,1
2.936,0.054,1
2.941,0.02,1
2.959,0.014,1
2.971,0.01,1
2.972,0.01,1
2.975,0.009,1
2.978,0.008,1
2.975,0.009,1
2.964,0.012,1
2.954,0.016,1
2.944,0.02,1
2.931,0.202,1
2.923,0.639,1
2.922,0.633,1
2.921,0.601,1
2.918,0.835,1
2.919,0.901,1
2.93,0.233,1
2.955,0.016,1
2.98,0.007,1
2.986,0.005,1
2.972,0.01,1
2.957,0.015,1
2.957,0.015,1
2.975,0.009,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.994,0.002,1
2.984,0.006,1
2.975,0.009,1
2.979,0.007,1
2.992,0.003,1
3,0,1
2.993,0.002,1
2.978,0.008,1
2.97,0.01,1
2.975,0.009,1
2.992,0.003,1
3,0,1
3,0,1
2.997,0.001,1
2.975,0.009,1
2.964,0.012,1
2.965,0.012,1
2.968,0.011,1
2.972,0.01,1
2.978,0.008,1
2.984,0.006,1
2.98,0.007,1
2.968,0.011,1
2.959,0.014,1
2.96,0.014,1
2.963,0.013,1
2.961,0.013,1
2.953,0.016,1
2.942,0.02,1
2.934,0.074,1
2.932,0.13,1
2.932,0.099,1
2.933,0.071,1
2.936,0.029,1
2.948,0.018,1
2.966,0.012,1
2.984,0.006,1
2.996,0.002,1
2.998,0.001,1
2.992,0.003,1
2.984,0.005,1
2.98,0.007,1
2.978,0.008,1
2.976,0.009,1
2.976,0.008,1
2.978,0.008,1
2.975,0.009,1
2.966,0.012,1
2.957,0.015,1
2.95,0.017,1
2.946,0.018,1
2.942,0.02,1
2.939,0.021,1
2.94,0.021,1
2.947,0.018,1
2.958,0.014,1
2.962,0.013,1
2.96,0.014,1
2.958,0.014,1
2.963,0.013,1
2.969,0.011,1
2.97,0.01,1
2.967,0.011,1
2.964,0.012,1
2.963,0.013,1
2.961,0.014,1
2.956,0.015,1
2.955,0.016,1
2.957,0.015,1
2.956,0.015,1
2.948,0.018,1
2.942,0.02,1
2.945,0.019,1
2.956,0.015,1
2.964,0.012,1
2.961,0.014,1
2.949,0.017,1
2.94,0.021,1
2.943,0.019,1
2.956,0.015,1
2.965,0.012,1
2.968,0.011,1
2.977,0.008,1
2.992,0.003,1
2.995,0.002,1
2.98,0.007,1
2.956,0.015,1
2.944,0.019,1
2.946,0.018,1
2.955,0.016,1
2.956,0.015,1
2.949,0.017,1
2.948,0.018,1
2.96,0.014,1
2.968,0.011,1
2.959,0.014,1
2.945,0.019,1
2.935,0.045,1
2.932,0.106,1
2.928,0.23,1
2.925,0.391,1
2.932,0.101,1
2.954,0.016,1
2.978,0.008,1
2.979,0.007,1
2.958,0.014,1
2.938,0.021,1
2.931,0.162,1
2.937,0.021,1
2.953,0.016,1
2.964,0.012,1
2.957,0.015,1
2.932,0.115,1
2.916,1.343,1
2.916,1.271,1
2.928,0.251,1
2.941,0.02,1
2.947,0.018,1
2.957,0.015,1
2.973,0.01,1
2.98,0.007,1
2.977,0.008,1
2.968,0.011,1
2.964,0.012,1
2.967,0.011,1
2.974,0.009,1
2.977,0.008,1
2.968,0.011,1
2.954,0.016,1
2.945,0.019,1
2.943,0.02,1
2.949,0.017,1
2.959,0.014,1
2.967,0.011,1
2.969,0.011,1
2.971,0.01,1
2.976,0.008,1
2.972,0.01,1
2.956,0.015,1
2.941,0.02,1
2.944,0.019,1
2.955,0.015,1
2.957,0.015,1
2.95,0.017,1
2.944,0.019,1
2.945,0.019,1
2.95,0.017,1
2.956,0.015,1
2.957,0.015,1
2.955,0.016,1
2.946,0.018,1
2.927,0.29,1
2.909,2.307,1
2.902,3.76,1
2.911,1.827,1
2.936,0.022,1
2.963,0.013,1
2.972,0.01,1
2.965,0.012,1
2.951,0.017,1
2.944,0.019,1
2.945,0.019,1
2.95,0.017,1
2.953,0.016,1
2.957,0.015,1
2.96,0.014,1
2.961,0.013,1
2.963,0.013,1
2.973,0.009,1
2.987,0.005,1
2.994,0.002,1
2.989,0.004,1
2.975,0.009,1
2.954,0.016,1
2.939,0.021,1
2.937,0.035,1
2.942,0.02,1
2.949,0.017,1
2.954,0.016,1
2.961,0.013,1
2.971,0.01,1
2.974,0.009,1
2.963,0.013,1
2.945,0.019,1
2.928,0.283,1
2.922,0.632,1
2.928,0.188,1
2.949,0.017,1
2.971,0.01,1
2.985,0.005,1
2.987,0.005,1
2.981,0.007,1
2.971,0.01,1
2.958,0.015,1
2.947,0.018,1
2.944,0.019,1
2.945,0.019,1
2.945,0.019,1
2.946,0.019,1
2.95,0.017,1
2.956,0.015,1
2.953,0.016,1
2.939,0.021,1
2.925,0.404,1
2.923,0.555,1
2.93,0.167,1
2.939,0.021,1
2.946,0.019,1
2.955,0.015,1
2.971,0.01,1
2.978,0.008,1
2.97,0.011,1
2.962,0.013,1
2.965,0.012,1
2.971,0.01,1
2.969,0.011,1
2.959,0.014,1
2.951,0.017,1
2.947,0.018,1
2.944,0.019,1
2.945,0.019,1
2.955,0.016,1
2.967,0.011,1
2.974,0.009,1
2.973,0.009,1
2.97,0.011,1
2.969,0.011,1
2.972,0.01,1
2.979,0.007,1
2.987,0.005,1
2.991,0.003,1
2.991,0.003,1
2.99,0.003,1
2.991,0.003,1
2.985,0.005,1
2.972,0.01,1
2.96,0.014,1
2.952,0.017,1
2.948,0.018,1
2.943,0.019,1
2.935,0.04,1
2.93,0.177,1
2.93,0.192,1
2.932,0.132,1
2.933,0.1,1
2.934,0.077,1
2.936,0.04,1
2.936,0.036,1
2.933,0.1,1
2.932,0.107,1
2.941,0.02,1
2.957,0.015,1
2.971,0.01,1
2.977,0.008,1
2.976,0.008,1
2.973,0.009,1
2.965,0.012,1
2.948,0.018,1
2.929,0.22,1
2.921,0.75,1
2.924,0.513,1
2.932,0.117,1
2.932,0.112,1
2.924,0.4,1
2.921,0.638,1
2.924,0.413,1
2.932,0.102,1
2.943,0.02,1
2.955,0.015,1
2.974,0.009,1
2.993,0.003,1
3,0,1
2.996,0.002,1
2.983,0.006,1
2.967,0.011,1
2.95,0.017,1
2.936,0.041,1
2.935,0.048,1
2.955,0.016,1
2.981,0.007,1
2.998,0.001,1
2.995,0.002,1
2.986,0.005,1
2.984,0.006,1
2.987,0.005,1
2.986,0.005,1
2.977,0.008,1
2.964,0.012,1
2.957,0.015,1
2.955,0.015,1
2.959,0.014,1
2.965,0.012,1
2.979,0.008,1
2.991,0.003,1
2.991,0.003,1
2.978,0.008,1
2.971,0.01,1
2.98,0.007,1
2.993,0.003,1
2.985,0.005,1
2.957,0.015,1
2.94,0.02,1
2.951,0.017,1
2.981,0.007,1
3,0,1
3,0,1
3,0,1
2.979,0.007,1
2.95,0.017,1
2.941,0.02,1
2.945,0.019,1
2.949,0.017,1
2.954,0.016,1
2.959,0.014,1
2.964,0.012,1
2.976,0.008,1
2.986,0.005,1
2.978,0.008,1
2.952,0.017,1
2.93,0.133,1
2.934,0.042,1
2.952,0.017,1
2.965,0.012,1
2.978,0.008,1
2.992,0.003,1
3,0,1
2.99,0.004,1
2.976,0.009,1
2.97,0.01,1
2.97,0.01,1
2.972,0.01,1
2.975,0.009,1
2.976,0.008,1
2.975,0.009,1
2.971,0.01,1
2.959,0.014,1
2.94,0.02,1
2.927,0.326,1
2.934,0.065,1
2.967,0.011,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.998,0.001,1
2.982,0.006,1
2.969,0.011,1
2.954,0.016,1
2.937,0.03,1
2.926,0.406,1
2.938,0.021,1
2.979,0.007,1
3,0,1
3,0,1
3,0,1
3,0,1
2.987,0.005,1
2.974,0.009,1
2.993,0.003,1
3,0,1
3,0,1
3,0,1
2.984,0.006,1
2.984,0.006,1
2.992,0.003,1
2.992,0.003,1
2.985,0.005,1
2.986,0.005,1
2.993,0.003,1
2.988,0.004,1
2.974,0.009,1
2.965,0.012,1
2.971,0.01,1
2.982,0.006,1
2.984,0.006,1
2.992,0.003,1
2.999,0.001,1
3,0,1
3,0,1
3,0,1
2.996,0.001,1
2.984,0.006,1
2.981,0.007,1
2.981,0.007,1
2.976,0.008,1
2.971,0.01,1
2.975,0.009,1
2.988,0.004,1
2.999,0.001,1
2.999,0,1
2.989,0.004,1
2.972,0.01,1
2.963,0.013,1
2.961,0.013,1
2.961,0.013,1
2.964,0.013,1
2.975,0.009,1
2.992,0.003,1
2.999,0.001,1
2.996,0.001,1
2.991,0.002,1
2.998,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.993,0.003,1
2.979,0.007,1
2.971,0.01,1
2.968,0.011,1
2.969,0.011,1
2.969,0.011,1
2.962,0.013,1
2.958,0.014,1
2.967,0.011,1
2.982,0.006,1
2.992,0.003,1
2.993,0.002,1
2.987,0.005,1
2.974,0.009,1
2.962,0.013,1
2.96,0.014,1
2.965,0.012,1
2.971,0.01,1
2.975,0.009,1
2.979,0.007,1
2.987,0.005,1
2.994,0.002,1
2.998,0.001,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.992,0.003,1
2.961,0.013,1
2.947,0.018,1
2.942,0.02,1
2.925,0.482,1
2.898,4.898,1
2.868,8.685,1
2.833,10.076,1
2.787,11.524,1
2.75,12.349,1
2.731,12.353,1
2.73,11.786,1
2.744,10.804,1
2.762,9.952,1
2.777,9.605,1
2.794,9.527,1
2.817,9.417,1
2.834,9.467,1
2.832,9.578,1
2.806,9.961,1
2.769,10.766,1
2.736,11.718,1
2.717,12.144,1
2.712,12.019,1
2.733,10.911,1
2.755,10.04,1
2.788,8.836,1
2.823,7.783,1
2.848,7.488,1
2.862,7.881,1
2.867,7.977,1
2.879,7.084,1
2.903,2.964,1
2.946,0.018,1
2.994,0.002,1
2.993,0.003,1
2.988,0.004,1
2.987,0.005,1
2.987,0.005,1
2.988,0.004,1
2.989,0.004,1
2.987,0.005,1
2.977,0.008,1
2.96,0.014,1
2.947,0.018,1
2.937,0.019,1
2.941,0.016,1
2.947,0.01,1
2.971,0.006,1
2.981,0.004,1
2.979,0.004,1
2.969,0.006,1
2.95,0.009,1
2.93,0.013,1
2.923,0.015,1
2.916,0.017,1
2.918,0.018,1
2.931,0.018,1
2.941,0.017,1
2.954,0.013,1
2.969,0.009,1
2.979,0.007,1
2.98,0.007,1
2.974,0.009,1
2.969,0.01,1
2.97,0.009,1
2.972,0.008,1
2.972,0.008,1
2.974,0.008,1
2.979,0.007,1
2.983,0.006,1
2.986,0.005,1
2.988,0.004,1
2.986,0.005,1
2.979,0.007,1
2.972,0.01,1
2.966,0.012,1
2.965,0.012,1
2.966,0.012,1
2.968,0.011,1
2.973,0.009,1
2.98,0.007,1
2.989,0.004,1
2.994,0.002,1
2.991,0.003,1
2.984,0.006,1
2.981,0.007,1
2.983,0.006,1
2.993,0.003,1
3,0,1
3,0,1
3,0,1
2.99,0.003,1
2.984,0.006,1
2.981,0.007,1
2.979,0.007,1
2.978,0.008,1
2.981,0.007,1
2.985,0.005,1
2.986,0.005,1
2.987,0.004,1
2.991,0.003,1
2.993,0.003,1
2.992,0.003,1
2.992,0.003,1
2.997,0.001,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.996,0.001,1
2.997,0.001,1
2.996,0.001,1
2.996,0.002,1
2.999,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.984,0.003,1
2.909,0.016,1
2.795,0.824,1
2.794,7.718,1
2.738,10.696,4
2.707,12.185,4
2.695,13.061,4
2.692,13.665,4
2.698,13.875,4
2.717,13.894,4
2.755,13.387,4
2.813,11.545,4
2.883,7.803,4
2.939,0.021,4
2.989,0.004,4
2.988,0.004,4
2.955,0.009,1
2.924,0.016,1
2.907,0.019,1
2.906,0.018,1
2.913,0.015,1
2.918,0.015,1
2.906,0.017,1
2.905,0.019,1
2.917,0.021,1
2.932,0.018,1
2.947,0.011,1
2.975,0.005,1
2.98,0.004,1
2.943,0.016,1
2.904,1.073,1
2.887,3.167,1
2.885,3.068,1
2.895,1.428,1
2.907,0.358,1
2.886,0.489,1
2.852,4.641,4
2.813,10.116,4
2.763,13.041,4
2.74,14.51,4
2.721,14.203,4
2.702,13.429,4
2.685,12.826,4
2.671,12.473,4
2.659,12.419,4
2.665,13.825,4
2.665,15.725,4
2.663,17.973,4
2.654,19.202,4
2.658,19.698,4
2.657,19.138,4
2.66,18.441,4
2.661,17.591,4
2.649,16.876,4
2.649,17.087,4
2.661,18.124,4
2.663,19.483,4
2.658,20.448,4
2.669,20.812,4
2.672,20.469,4
2.675,20.249,4
2.671,20.435,4
2.665,21.001,4
2.677,21.982,4
2.688,22.367,4
2.704,22.086,4
2.719,21.436,4
2.726,20.763,4
2.72,20.616,4
2.714,20.681,4
2.715,20.721,4
2.72,20.829,4
2.723,20.783,4
2.729,19.898,4
2.746,17.785,4
2.773,14.436,4
2.812,11.159,4
2.851,8.446,4
2.879,5.72,4
2.9,1.927,4
2.937,0.018,1
3,0,1
3,0,1
3,0,1
3,0,1
2.981,0.005,1
2.932,0.02,1
2.9,1.098,1
2.89,1.82,1
2.896,0.964,1
2.908,0.391,1
2.911,0.444,1
2.911,0.59,1
2.916,0.258,1
2.932,0.02,1
2.891,2.828,1
2.881,4.484,1
2.844,8.068,1
2.806,10.006,1
2.778,11.67,1
2.754,13.333,4
2.73,15.02,4
2.712,16.126,4
2.712,16.035,4
2.734,14.736,4
2.773,12.434,4
2.798,10.995,4
2.779,12.213,4
2.734,15.316,4
2.703,18.002,4
2.697,19.66,4
2.703,20.026,4
2.706,20.233,4
2.697,20.899,4
2.683,21.617,4
2.677,21.805,4
2.683,21.222,4
2.702,20.326,4
2.71,19.465,4
2.716,18.696,4
2.721,17.532,4
2.725,16.129,4
2.726,15.73,4
2.721,15.945,4
2.726,15.43,4
2.761,12.931,4
2.827,8.66,4
2.888,0.492,4
2.953,0.009,1
2.983,0.003,1
2.971,0.006,1
2.948,0.01,1
2.928,0.013,1
2.925,0.014,1
2.936,0.012,1
2.952,0.009,1
2.961,0.008,1
2.959,0.008,1
2.949,0.01,1
2.939,0.011,1
2.957,0.011,1
2.961,0.011,1
2.954,0.013,1
2.934,0.017,1
2.909,0.021,1
2.887,0.052,1
2.873,0.107,1
2.868,0.224,1
2.868,0.319,1
2.87,0.158,1
2.881,0.021,1
2.92,0.014,1
2.952,0.009,1
2.97,0.006,1
2.993,0.002,1
3,0,1
3,0,1
3,0,1
2.99,0.002,1
2.995,0.002,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.981,0.004,1
2.814,0.035,4
2.782,5.31,4
2.727,7.707,4
2.701,8.744,4
2.703,8.949,4
2.685,7.57,4
2.709,6.238,4
2.787,6.058,4
2.843,6.019,1
2.867,5.571,1
2.867,5.507,1
2.867,5.171,1
2.877,3.516,1
2.895,1.053,1
2.899,0.329,1
2.875,3.468,1
2.824,9.675,1
2.775,13.447,1
2.748,15.91,1
2.716,18.403,1
2.712,19.141,4
2.699,20.747,4
2.669,22.894,4
2.66,24.143,4
2.651,24.109,4
2.672,23.619,4
2.681,23.14,4
2.687,22.621,4
2.695,21.648,4
2.708,19.916,4
2.713,18.071,4
2.725,15.971,4
2.734,14.394,2
2.741,13.503,2
2.745,13.056,2
2.745,12.715,2
2.742,12.466,2
2.738,12.318,2
2.735,12.151,2
