TVD,SP1,DGA,QT,DEV,TENS,RT1,POR,RA45,PE,M4R2,GR1,AC,QCAL,RXO,M1RX,CNL,CN,KTH,RMSL,Y
2554.751,21.074,2.791,0.225,35.089,1294.594,2.411,14.053,0.818,6.966,1.867,97.064,323.043,0.998,2.494,4.749,31.217,30.232,109.245,2.366,4
2554.853,21.224,2.798,0.22,35.078,1293.897,2.428,12.327,0.821,7.709,1.99,86.555,306.324,0.998,2.352,2.277,29.653,28.704,108.526,3.973,4
2554.956,21.388,2.803,0.215,35.078,1296.686,2.495,10.444,0.84,8.507,2.106,76.974,289.567,0.998,2.107,1.244,26.477,25.601,103.976,7.125,4
2555.058,21.564,2.788,0.209,35.083,1298.777,2.547,9.484,0.868,8.793,2.206,73.955,280.066,0.998,2.148,1.437,22.789,22.002,95.715,6.495,4
2555.16,21.952,2.759,0.204,35.086,1300.172,2.612,9.83,0.909,8.704,2.287,77.564,271.704,0.998,2.517,3.36,19.7,18.99,85.238,5.31,4
2555.262,22.168,2.727,0.199,35.1,1300.869,2.69,11.008,0.96,8.619,2.338,83.567,259.689,0.998,3.058,4.547,17.741,17.081,77.795,4.511,4
2555.365,22.403,2.713,0.193,35.142,1301.566,2.854,11.518,1.061,8.664,2.355,86.205,251.886,0.998,3.209,2.895,16.949,16.31,76.223,2.874,4
2555.467,22.658,2.726,0.199,35.15,1302.263,2.93,10.83,1.095,8.825,2.34,84.76,250.52,0.998,2.88,2.603,17.114,16.471,78.324,6.394,4
2555.569,23.241,2.748,0.204,35.147,1302.263,2.996,9.907,1.112,8.907,2.294,82.026,250.943,0.998,2.44,2.515,18.051,17.384,79.324,18.57,4
2555.672,23.571,2.763,0.21,35.133,1301.566,3.054,9.506,1.116,8.67,2.229,82.516,256.823,0.998,2.164,2.277,19.177,18.48,79.052,10.423,4
2555.774,23.929,2.77,0.215,35.105,1305.052,3.147,9.579,1.117,8.171,2.156,86.876,271.96,0.998,2.035,2.014,19.988,19.271,80.374,3.862,4
2555.876,24.317,2.77,0.221,35.108,1308.537,3.179,10.015,1.118,7.664,2.085,92.623,289.055,0.998,2.011,1.83,20.627,19.893,83.837,3.832,4
2555.978,25.192,2.771,0.227,35.1,1309.932,3.202,10.65,1.12,7.264,2.019,96.1,300.549,0.998,2.009,1.88,21.709,20.949,87.191,2.577,4
2556.08,25.683,2.777,0.232,35.078,1308.537,3.215,11.281,1.117,6.952,1.964,96.267,308.401,0.998,1.966,2.104,23.386,22.583,88.633,2.59,4
2556.183,26.206,2.787,0.238,35.055,1300.172,3.228,11.761,1.081,6.757,1.923,94.541,312.62,0.998,1.883,2.039,25.124,24.281,89.226,2.556,4
2556.285,26.753,2.793,0.241,35.061,1295.292,3.233,12.187,1.051,6.706,1.898,94.181,311.739,0.998,1.821,1.93,26.287,25.416,89.679,2.362,4
2556.387,27.877,2.794,0.244,35.08,1291.109,3.243,12.705,1.016,6.696,1.892,95.547,309.409,0.998,1.805,2.338,26.917,26.031,89.641,2.251,4
2556.49,28.427,2.792,0.247,35.111,1286.926,3.261,13.264,0.99,6.642,1.905,96.675,308.875,0.998,1.81,2.155,27.357,26.46,89.394,2.075,4
2556.592,28.953,2.789,0.25,35.175,1286.229,3.33,13.807,0.966,6.58,1.937,96.4,308.952,0.998,1.828,1.845,27.609,26.705,89.351,1.916,4
2556.694,29.449,2.783,0.253,35.203,1289.714,3.393,14.161,0.974,6.541,1.985,95.402,309.646,0.998,1.881,2.025,27.347,26.449,88.841,1.86,4
2556.796,30.361,2.768,0.257,35.225,1295.989,3.481,14.354,0.984,6.503,2.042,95.815,310.893,0.998,2.005,2.003,26.175,25.306,87.8,2.282,4
2556.899,30.802,2.742,0.26,35.239,1300.172,3.591,14.587,0.993,6.449,2.098,97.718,310.903,0.998,2.241,2.282,24.194,23.372,86.886,2.355,4
2557.001,31.257,2.689,0.263,35.23,1302.263,3.884,15.778,1.012,6.364,2.14,99.832,306.274,0.998,2.639,3.435,21.803,21.04,86.674,2.582,4
2557.103,31.738,2.678,0.284,35.211,1302.96,4.065,15.147,1.025,6.222,2.156,100.755,293.514,0.998,3.001,4.493,19.673,18.963,87.544,3.438,4
2557.205,32.8,2.673,0.305,35.18,1301.566,4.252,14.629,1.051,6.162,2.142,98.951,275.699,0.998,2.967,6.315,18.126,17.457,88.923,10.461,4
2557.307,33.364,2.676,0.326,35.15,1300.172,4.438,14.11,1.081,6.316,2.102,93.593,262.149,0.998,2.498,4.892,17.26,16.613,89.239,32.073,4
2557.409,33.929,2.719,0.347,35.108,1293.2,4.745,11.943,1.141,6.763,2.049,86.9,258.213,0.998,2.048,3.01,17.182,16.536,87.277,24.909,4
2557.511,34.473,2.74,0.368,35.108,1291.806,4.834,11.273,1.154,7.456,1.99,81.775,264.467,0.998,1.806,2.097,18.339,17.664,82.995,11.719,4
2557.614,35.415,2.751,0.389,35.111,1291.806,4.871,12.05,1.145,8.017,1.932,80.953,280.852,0.998,1.758,1.875,21.039,20.295,78.85,2.389,4
2557.716,35.78,2.755,0.41,35.111,1289.714,4.863,14.095,1.12,8.021,1.879,83.45,301.345,0.998,1.822,2.345,24.636,23.804,77.462,1.778,4
2557.818,36.069,2.754,0.431,35.105,1287.623,4.747,16.222,1.035,7.562,1.835,88.005,315.273,0.998,1.885,3.434,27.183,26.289,79.877,2.064,4
2557.92,36.293,2.751,0.467,35.114,1287.623,4.658,17.14,1.001,6.992,1.8,92.471,320.334,0.998,1.87,3.885,27.198,26.305,84.045,2.279,4
2558.022,36.66,2.751,0.503,35.114,1286.926,4.571,16.822,0.983,6.628,1.774,94.451,321.112,0.998,1.78,2.986,25.832,24.971,87.833,2.492,4
2558.125,36.874,2.755,0.539,35.114,1287.623,4.495,16.103,0.983,6.455,1.755,92.959,320.256,0.998,1.684,2.074,24.852,24.014,90.367,2.297,4
2558.227,37.15,2.76,0.575,35.114,1299.474,4.38,15.626,1.013,6.389,1.744,91.027,319.406,0.998,1.633,1.992,25.073,24.23,91.306,2.443,4
2558.329,37.51,2.765,0.611,35.114,1305.052,4.341,15.557,1.023,6.404,1.739,91.561,318.664,0.998,1.625,2.124,26.101,25.234,91.056,2.329,4
2558.432,38.506,2.763,0.647,35.114,1308.537,4.308,15.734,1.022,6.535,1.737,93.713,316.326,0.998,1.653,2.123,26.624,25.744,90.584,2.008,4
2558.534,39.131,2.754,0.683,35.114,1312.023,4.28,16.127,1.014,6.783,1.736,93.967,313.393,0.998,1.71,2.353,26.056,25.19,90.234,1.621,4
2558.636,39.827,2.74,0.719,35.114,1315.509,4.233,16.745,0.995,6.879,1.731,92.112,312.336,0.997,1.777,3.108,25.014,24.172,90.12,1.477,4
2558.738,40.576,2.729,0.719,35.114,1309.931,4.218,17.56,0.996,6.865,1.722,90.865,312.295,0.997,1.835,3.255,24.577,23.747,90.092,2.023,4
2558.841,42.18,2.723,0.719,35.114,1303.657,4.213,18.346,1.003,6.702,1.704,91.852,312.469,0.997,1.877,2.758,24.961,24.12,90.083,2.172,4
2558.943,43.009,2.723,0.719,35.114,1298.08,4.21,18.71,1.011,6.458,1.678,94.422,313.647,0.997,1.883,2.775,25.869,25.006,89.637,2.095,4
2559.045,43.841,2.731,0.719,35.114,1285.531,4.22,18.28,0.997,6.395,1.645,96.333,315.462,0.997,1.824,3.501,26.708,25.826,88.36,1.916,4
2559.147,44.67,2.744,0.719,35.114,1280.651,4.225,17.136,0.976,6.528,1.609,95.666,317.041,0.997,1.695,3.57,26.936,26.048,87.065,1.902,4
2559.25,46.29,2.756,0.719,35.114,1279.257,4.22,15.946,0.949,6.751,1.572,92.098,317.862,0.998,1.537,2.446,26.52,25.642,86.983,2.379,4
2559.352,47.071,2.764,0.719,35.114,1279.954,4.208,15.343,0.926,6.975,1.54,87.486,318.734,0.998,1.414,1.911,26.304,25.432,87.782,2.029,4
2559.454,47.826,2.768,0.719,35.114,1282.046,4.168,15.464,0.904,7.249,1.519,83.276,321.057,0.998,1.359,2.111,26.966,26.078,87.885,1.24,4
2559.556,48.548,2.769,0.719,35.114,1284.834,4.142,15.995,0.906,7.69,1.509,80.769,323.324,0.998,1.355,2.42,28.184,27.267,86.273,1.189,4
2559.659,49.886,2.766,0.719,35.114,1286.926,4.118,16.718,0.908,8.191,1.506,81.572,324.276,0.998,1.369,2.557,28.894,27.961,83.924,1.394,4
2559.761,50.517,2.756,0.719,35.114,1288.32,4.099,17.619,0.905,8.429,1.511,86.058,324.64,0.998,1.398,2.578,28.536,27.611,82.822,2.123,4
2559.863,51.151,2.743,0.719,35.114,1289.017,4.096,18.645,0.884,8.226,1.525,91.483,324.978,0.998,1.439,2.55,27.579,26.677,84.174,2.011,4
2559.965,51.816,2.731,0.719,35.158,1291.109,4.127,19.462,0.87,7.775,1.547,92.53,324.922,0.998,1.484,2.647,26.925,26.038,87.104,1.652,4
2560.068,53.328,2.725,0.719,35.164,1293.897,4.178,19.754,0.868,7.495,1.576,88.28,324.071,0.998,1.525,2.938,26.959,26.071,88.852,1.394,4
2560.17,54.189,2.721,0.719,35.158,1296.686,4.254,19.831,0.881,7.534,1.611,83.194,322.673,0.998,1.561,3.317,27.233,26.339,87.61,1.19,4
2560.272,55.106,2.714,0.719,35.128,1296.686,4.445,20.214,0.944,7.795,1.653,81.102,320.652,0.998,1.588,3.408,27.075,26.185,83.43,1.439,4
2560.374,56.058,2.694,0.713,35.117,1294.594,4.543,21.495,0.977,8.101,1.696,81.097,316.844,0.998,1.65,2.901,26.139,25.27,78.79,1.549,4
2560.477,57.98,2.664,0.707,35.108,1291.806,4.62,23.143,0.999,8.352,1.739,79.355,311.095,0.997,1.773,2.529,24.763,23.927,75.285,0.997,4
2560.579,58.908,2.659,0.701,35.094,1288.32,4.662,23.087,1.005,8.596,1.78,75.255,305.28,0.997,1.97,2.804,23.64,22.832,72.658,1.016,4
2560.681,59.788,2.683,0.695,35.067,1280.651,4.607,20.948,0.977,8.867,1.807,71.167,301.888,0.997,2.259,6.352,23.31,22.51,70.624,0.909,4
2560.783,60.606,2.678,0.69,35.067,1280.651,4.508,21.565,0.954,9.083,1.821,69.149,302.417,0.997,2.447,11.615,23.803,22.991,69.124,0.752,4
2560.885,62.008,2.683,0.684,35.075,1284.137,4.368,22.39,0.933,9.213,1.826,68.277,306.985,0.997,2.542,15.374,24.591,23.76,67.924,0.686,4
2560.988,62.583,2.673,0.678,35.086,1289.017,4.2,23.044,0.908,9.234,1.755,67.352,314.105,0.998,2.171,7.301,24.981,24.141,66.622,0.659,4
2561.09,63.079,2.671,0.672,35.089,1291.806,3.844,23.848,0.86,9.093,1.694,66.57,320.818,0.998,1.972,4.89,24.912,24.074,65.157,0.693,4
2561.192,63.502,2.674,0.654,35.072,1290.411,3.691,24.678,0.829,8.909,1.421,66.708,325.557,0.998,1.424,4.235,24.983,24.142,63.177,0.689,4
2561.295,64.176,2.678,0.635,35.05,1287.623,3.576,25.446,0.792,8.804,1.333,67.505,327.397,0.999,1.274,3.843,25.503,24.65,61.046,0.663,4
2561.397,64.451,2.677,0.617,35.044,1284.137,3.503,26.091,0.751,8.723,1.137,67.771,327.168,0.999,0.992,2.845,26.182,25.312,59.527,0.644,4
2561.499,64.701,2.673,0.598,35.05,1278.56,3.488,26.654,0.692,8.628,1.059,67.1,327.383,0.998,0.932,2.666,26.591,25.712,59.479,0.664,4
2561.602,64.936,2.669,0.58,35.047,1275.771,3.539,26.837,0.691,8.542,1.054,66.429,329.118,0.998,0.936,2.731,26.637,25.757,60.153,0.674,4
2561.704,65.379,2.676,0.561,35.055,1274.377,3.618,26.849,0.704,8.488,1.069,66.229,330.26,0.999,0.973,2.816,26.314,25.441,60.929,0.691,4
2561.806,65.581,2.669,0.543,35.061,1275.074,3.724,26.124,0.732,8.47,1.102,66.115,330.11,0.999,1.044,2.708,25.497,24.643,62.777,0.837,4
2561.908,65.757,2.673,0.524,35.08,1275.074,3.977,25.409,0.78,8.467,1.151,65.682,329.084,0.998,1.12,2.75,24.372,23.546,66.586,1.104,4
2562.011,65.895,2.665,0.519,35.092,1273.68,4.116,24.227,0.79,8.449,1.216,64.992,326.508,0.998,1.175,2.871,23.502,22.697,70.919,0.843,4
2562.113,66.009,2.663,0.515,35.097,1272.983,4.263,23.497,0.792,8.405,1.296,64.555,320.031,0.998,1.235,2.902,23.082,22.287,72.429,0.936,4
2562.216,65.972,2.667,0.51,35.1,1272.983,4.415,23.539,0.789,8.353,1.386,64.925,309.473,0.999,1.366,2.911,22.834,22.046,70.503,1.195,4
2562.318,65.871,2.667,0.505,35.114,1277.166,4.716,23.385,0.807,8.309,1.481,65.366,298.729,0.999,1.667,3.83,22.421,21.643,67.482,2.53,4
2562.42,65.709,2.671,0.5,35.117,1282.046,4.85,22.84,0.827,8.271,1.567,65.233,292.676,0.998,2.078,9.759,21.961,21.194,66.018,4.707,4
2562.522,65.226,2.666,0.495,35.119,1286.229,4.965,21.98,0.848,8.235,1.634,64.583,292.828,0.998,2.315,16.685,21.961,21.194,65.446,2.463,4
2562.625,64.91,2.666,0.49,35.122,1289.714,5.058,21.993,0.862,8.209,1.664,63.614,298.595,0.998,2.12,8.959,22.94,22.149,63.638,0.737,4
2562.727,64.547,2.667,0.485,35.117,1295.989,5.155,23.559,0.855,8.192,1.657,62.947,309.302,0.999,1.795,4.324,24.958,24.119,60.571,0.687,4
2562.829,64.131,2.662,0.485,35.119,1298.08,5.156,25.911,0.837,8.184,1.615,62.488,321.588,0.999,1.578,3.335,27.139,26.247,58.055,0.634,4
2562.931,63.13,2.665,0.485,35.119,1298.08,5.126,27.83,0.818,8.183,1.548,62.182,329.878,0.999,1.49,3.268,28.399,27.477,57.928,0.628,4
2563.034,62.543,2.665,0.485,35.117,1295.989,5.07,28.64,0.807,8.14,1.472,62.141,332.014,0.999,1.458,3.536,28.762,27.832,59.189,0.657,4
2563.136,61.898,2.664,0.485,35.108,1289.017,4.889,28.913,0.804,8.055,1.392,62.157,330.83,1,1.419,3.779,28.911,27.979,59.631,0.65,4
2563.238,61.196,2.66,0.485,35.103,1285.531,4.777,28.692,0.813,8.053,1.318,62.318,330.526,1,1.333,3.559,28.692,27.764,58.897,0.687,4
2563.34,59.604,2.661,0.485,35.097,1282.743,4.662,28.253,0.817,7.926,1.255,63.762,332.227,1.001,1.216,2.983,28.006,27.093,58.415,0.892,4
2563.443,58.701,2.675,0.485,35.1,1282.743,4.548,27.363,0.81,7.859,1.205,67.546,334.271,1,1.095,2.42,27.847,26.938,59.538,1.542,4
2563.545,57.719,2.706,0.485,35.105,1284.137,4.352,25.767,0.768,7.804,1.171,74.059,335.111,1,1.005,1.947,28.516,27.592,61.319,1.598,4
2563.647,56.655,2.741,0.474,35.111,1286.926,4.278,23.136,0.744,7.758,1.154,80.941,333.799,1,0.968,1.702,28.66,27.733,62.944,1.399,4
2563.749,54.275,2.772,0.464,35.117,1290.411,4.221,20.159,0.736,7.701,1.155,86.214,330.001,1,1.002,1.806,27.586,26.684,63.853,1.377,4
2563.852,52.942,2.797,0.453,35.111,1292.503,4.188,17.39,0.746,7.625,1.171,89.674,324.842,1,1.098,2.093,26.218,25.348,65.022,1.336,4
2563.954,51.496,2.818,0.443,35.078,1289.714,4.176,14.88,0.802,7.584,1.201,92.436,320.585,1,1.236,2.415,25.655,24.799,67.104,1.296,4
2564.056,49.922,2.837,0.432,35.075,1288.32,4.185,13.057,0.826,7.625,1.242,94.499,318.135,1,1.367,2.869,25.828,24.968,70.141,1.455,1
2564.158,46.41,2.845,0.421,35.083,1288.32,4.196,12.334,0.841,7.646,1.291,95.066,317.294,1,1.452,3.26,26.346,25.472,72.64,1.684,1
2564.261,44.534,2.842,0.411,35.103,1288.32,4.206,12.454,0.843,7.498,1.348,94.39,317.425,1,1.487,2.945,26.768,25.885,74.397,1.967,1
2564.363,42.644,2.837,0.4,35.133,1292.503,4.228,12.437,0.828,7.236,1.408,93.631,317.712,1.001,1.483,2.392,26.732,25.85,76.127,1.878,1
2564.465,40.8,2.834,0.373,35.142,1295.989,4.235,11.979,0.829,6.967,1.472,93.507,317.523,1.001,1.461,2.242,25.975,25.11,79.193,1.567,1
2564.568,37.427,2.83,0.345,35.153,1297.383,4.237,11.78,0.839,6.71,1.538,93.385,316.449,1.001,1.466,2.292,25.201,24.355,83.37,1.655,1
2564.67,35.948,2.828,0.318,35.169,1295.292,4.232,11.771,0.855,6.472,1.603,93.357,314.915,1.001,1.546,2.277,24.884,24.046,87.064,2.215,1
2564.772,34.617,2.835,0.29,35.205,1288.32,4.193,11.346,0.898,6.284,1.664,94.048,312.972,1.001,1.701,2.602,25.092,24.249,89.041,2.035,1
2564.874,33.424,2.851,0.263,35.208,1288.32,4.165,10.337,0.912,6.2,1.715,95.528,310.894,1.001,1.883,3.238,25.65,24.793,89.381,2.06,1
2564.977,31.41,2.87,0.235,35.205,1289.714,4.134,8.622,0.919,6.219,1.754,97.332,310.109,1.001,1.988,3.1,26.41,25.535,89.788,2.398,1
2565.079,30.57,2.889,0.208,35.197,1291.806,4.1,5.488,0.919,6.244,1.779,99.336,310.956,1.001,1.989,2.602,27.185,26.292,91.733,2.359,1
2565.181,29.835,2.91,0.181,35.164,1298.08,4.019,1.574,0.931,6.269,1.789,101.82,311.932,1.001,1.923,2.558,27.84,26.931,94.844,2.278,1
2565.283,29.204,2.938,0.194,35.155,1302.263,3.975,0.021,0.946,6.341,1.791,104.254,312.256,1.001,1.837,2.641,28.255,27.337,97.359,2.274,1
2565.385,28.235,2.961,0.208,35.158,1303.657,3.924,0.014,0.967,6.45,1.789,105.857,311.865,1.002,1.757,2.349,28.551,27.626,98.082,2.251,1
2565.487,27.882,2.975,0.221,35.158,1302.96,3.873,0.009,0.986,6.554,1.787,106.879,310.957,1.001,1.714,1.919,28.731,27.801,97.518,2.167,1
2565.589,27.6,2.988,0.235,35.169,1298.08,3.776,0.004,0.995,6.492,1.79,107.791,310.386,1.001,1.715,2.013,28.759,27.829,96.376,2.178,1
2565.692,27.372,2.999,0.248,35.18,1296.686,3.736,0,0.983,6.189,1.796,108.538,311.01,1.001,1.754,2.348,28.626,27.699,95.247,2.114,1
2565.794,26.994,3,0.262,35.197,1294.594,3.709,0,0.962,5.75,1.805,108.212,312.47,1.001,1.81,2.185,28.317,27.398,93.781,2,1
2565.896,26.791,2.994,0.275,35.217,1292.503,3.696,0.002,0.944,5.339,1.814,105.66,313.706,1.001,1.867,2.026,27.911,27.001,91.03,1.741,1
2565.998,26.546,2.964,0.289,35.261,1289.714,3.71,0.012,0.929,5.104,1.824,101.375,314.082,1.001,1.893,2.128,27.546,26.644,87.24,1.816,1
2566.1,26.249,2.931,0.281,35.272,1289.017,3.736,0.075,0.937,5.114,1.834,96.757,313.42,1.001,1.864,2.158,27.268,26.374,84.796,2.118,1
2566.202,25.558,2.916,0.274,35.278,1287.623,3.769,0.794,0.949,5.285,1.847,94.269,311.863,1.001,1.805,2.093,26.898,26.012,85.026,2.334,1
2566.305,25.22,2.914,0.266,35.28,1286.926,3.804,0.75,0.958,5.48,1.863,94.326,309.716,1,1.774,1.976,26.392,25.518,86.792,2.485,1
2566.407,24.921,2.917,0.259,35.294,1286.229,3.871,0.437,0.961,5.642,1.886,95.108,307.583,1,1.806,1.995,26.06,25.193,88.187,2.526,1
2566.509,24.672,2.917,0.251,35.3,1284.137,3.898,0.514,0.961,5.818,1.914,94.857,305.685,1,1.895,2.279,26.187,25.317,89.556,2.59,1
2566.611,24.284,2.914,0.244,35.308,1281.349,3.92,0.916,0.966,6.11,1.946,93.872,303.456,1,2.015,2.378,26.56,25.682,91.181,2.815,1
2566.713,24.109,2.914,0.236,35.319,1279.257,3.94,1.005,0.975,6.544,1.977,93.707,301.391,1,2.127,2.308,26.742,25.86,91.754,2.868,1
2566.815,23.926,2.913,0.229,35.336,1276.469,3.967,1.01,1.009,7.015,2.006,93.708,300.798,1,2.179,2.518,26.6,25.72,90.051,2.346,1
2566.917,23.731,2.903,0.235,35.344,1276.469,3.968,1.916,1.024,7.315,2.031,92.087,301.474,1,2.143,2.634,26.128,25.26,86.797,2.189,1
2567.019,23.312,2.89,0.242,35.347,1278.56,3.969,3.416,1.029,7.284,2.053,89.859,302.332,1,2.065,2.463,25.118,24.274,84.086,2.016,1
2567.121,23.102,2.884,0.248,35.344,1281.349,3.967,3.33,1.026,6.89,2.071,89.745,303.329,1,2.033,2.344,23.585,22.778,82.441,2.007,1
2567.223,22.901,2.878,0.255,35.347,1287.623,3.969,1.029,1.011,6.279,2.087,92.736,304.678,1,2.083,2.432,21.915,21.15,81.196,2.373,1
2567.325,22.715,2.867,0.261,35.353,1293.897,3.976,0.042,1.008,5.702,2.098,95.912,305.694,1.001,2.179,2.576,20.629,19.895,80.487,2.484,1
2567.427,22.387,2.874,0.268,35.353,1298.777,3.987,0.021,1.016,5.42,2.102,97.333,305.004,1.001,2.257,2.58,20.11,19.389,80.668,2.513,1
2567.529,22.244,2.867,0.274,35.358,1302.96,4.002,0.023,1.031,5.471,2.095,96.379,301.703,1.001,2.271,2.561,20.478,19.748,81.053,2.57,1
2567.631,22.112,2.876,0.281,35.353,1314.114,4.033,0.711,1.053,5.672,2.076,93.269,297.766,1,2.218,2.515,21.536,20.78,81.403,2.922,1
2567.733,21.992,2.876,0.268,35.355,1318.994,4.049,3.469,1.046,5.784,2.046,89.127,295.573,1,2.127,2.302,22.65,21.866,82.232,2.445,1
2567.834,21.799,2.87,0.255,35.361,1321.783,4.063,5.704,1.03,5.84,2.01,86.2,296.369,1.001,2.033,2.171,23.281,22.482,84.175,2.24,1
2567.937,21.728,2.868,0.243,35.369,1321.086,4.077,6.296,1.007,5.901,1.971,85.511,299.375,1,1.963,2.388,23.623,22.816,86.993,2.114,1
2568.038,21.675,2.874,0.23,35.38,1317.6,4.111,5.678,0.983,5.927,1.933,86.587,303.893,1,1.924,2.727,24.111,23.291,89.696,1.874,1
2568.14,21.643,2.881,0.217,35.38,1312.72,4.128,4.705,0.985,5.916,1.898,87.979,307.833,1,1.909,2.681,24.709,23.875,90.893,2.068,1
2568.242,21.646,2.889,0.204,35.369,1308.537,4.145,3.439,0.994,5.904,1.867,89.599,309.275,1,1.899,2.368,25.043,24.2,89.847,2.171,1
2568.344,21.68,2.896,0.192,35.361,1305.749,4.157,2.297,1.006,5.881,1.842,91.148,308.967,1,1.87,2.179,25,24.159,87.419,2.233,1
2568.446,21.728,2.9,0.179,35.361,1302.263,4.165,1.722,1.008,5.849,1.82,92.056,309.643,1.001,1.809,2.113,24.89,24.052,84.702,2.232,1
2568.548,21.777,2.902,0.202,35.364,1300.869,4.155,1.429,0.996,5.903,1.803,92.681,311.599,1.001,1.735,2.121,24.998,24.157,82.411,2.025,1
2568.65,21.845,2.911,0.226,35.353,1299.474,4.137,0.659,0.978,6.018,1.789,94.431,313.237,1.001,1.687,2.076,25.294,24.446,81.111,1.923,1
2568.752,21.862,2.937,0.249,35.336,1299.474,4.112,0.019,0.959,6.059,1.778,98.345,314.032,1,1.689,1.944,25.64,24.783,81.55,2.026,1
2568.854,21.882,2.967,0.273,35.322,1294.594,4.056,0.01,0.948,6.067,1.77,102.411,314.977,1,1.731,2.086,26,25.135,83.653,1.911,1
2568.956,21.914,2.966,0.296,35.33,1292.503,4.033,0.011,0.956,6.09,1.763,102.124,316.082,1,1.771,2.815,26.354,25.48,85.752,1.857,1
2569.058,22.043,2.937,0.32,35.35,1291.109,4.014,0.021,0.968,6.106,1.756,97.732,316.638,1,1.779,2.841,26.724,25.842,87.2,1.657,1
2569.16,22.147,2.912,0.343,35.369,1291.109,3.999,1.214,0.973,6.095,1.748,93.336,316.926,1,1.765,2.228,27.1,26.209,88.648,1.575,1
2569.262,22.283,2.913,0.366,35.383,1291.806,3.984,1.242,0.962,6.081,1.74,93.272,316.21,0.999,1.738,2.212,27.302,26.406,90.962,2.164,1
2569.364,22.465,2.93,0.374,35.392,1292.503,3.982,0.123,0.948,6.099,1.733,96.413,313.865,0.999,1.693,2.064,27.283,26.387,94.569,2.165,1
2569.466,23.033,2.96,0.382,35.403,1293.897,3.981,0.013,0.941,6.13,1.73,100.953,311.623,0.999,1.646,1.714,27.21,26.316,97.96,2.036,1
2569.568,23.448,2.993,0.39,35.411,1293.897,3.976,0.003,0.938,6.138,1.734,105.458,312.535,0.999,1.632,1.827,27.245,26.35,99.885,2.066,1
2569.669,23.957,3,0.398,35.436,1290.411,3.941,0,0.937,6.141,1.748,108.349,316.121,0.999,1.658,2.233,27.37,26.472,99.851,2.152,1
2569.771,24.558,3,0.406,35.439,1289.714,3.911,0,0.93,6.186,1.775,108.418,320.739,0.999,1.705,2.575,27.364,26.467,98.695,2.143,1
2569.873,26.007,3,0.414,35.433,1290.411,3.878,0,0.915,6.233,1.818,107.53,324.265,0.999,1.765,2.561,27.029,26.14,97.998,2.282,1
2569.975,26.834,3,0.421,35.425,1290.411,3.852,0,0.893,6.134,1.878,107.697,325.881,0.999,1.841,2.391,26.379,25.505,98.55,2.398,1
2570.077,27.71,3,0.429,35.394,1291.806,3.822,0,0.856,5.873,1.957,108.45,325.734,0.999,1.923,2.362,25.759,24.9,99.237,2.371,1
2570.179,28.617,3,0.429,35.378,1293.2,3.831,0,0.862,5.589,2.058,107.691,323.657,1,1.991,2.472,25.132,24.288,98.678,2.294,1
2570.281,30.436,2.941,0.429,35.364,1294.594,3.866,0.012,0.886,5.45,2.181,104.616,317.77,1,2.056,2.592,23.815,23.003,95.717,2.291,1
2570.383,31.302,2.872,0.429,35.353,1295.989,3.929,3.407,0.926,5.643,2.326,99.942,305.795,0.999,2.176,2.421,21.687,20.927,91.458,2.795,1
2570.484,32.118,2.811,0.429,35.339,1303.657,4.13,7.915,1.025,6.285,2.492,95.206,291.345,0.999,2.476,2.369,19.235,18.537,86.991,3.013,1
2570.586,32.877,2.761,0.429,35.333,1306.446,4.256,9.637,1.064,7.175,2.674,90.458,276.525,0.999,3.055,5.011,16.954,16.314,83.259,3.276,4
2570.688,34.236,2.723,0.429,35.342,1309.931,4.39,10.696,1.091,7.835,2.866,85.628,260.861,0.999,3.754,12.329,14.995,14.407,80.25,4.597,4
2570.79,34.839,2.699,0.429,35.353,1314.114,4.525,11.246,1.107,8.035,3.054,81.739,248.289,1,4.06,13.17,13.636,13.084,77.993,4.009,4
2570.892,35.376,2.69,0.429,35.372,1319.691,4.782,11.43,1.132,8.011,3.226,80.684,244.779,0.999,3.829,6.707,13.225,12.683,76.896,2.705,4
2570.994,35.825,2.702,0.418,35.367,1319.691,4.887,11.415,1.152,8.053,3.366,82.788,250.064,0.999,3.514,4.245,13.61,13.058,77.23,2.867,4
2571.096,36.358,2.713,0.407,35.347,1317.6,4.972,11.282,1.178,8.244,3.459,85.124,259.315,0.999,3.495,5.753,14.307,13.737,77.855,2.996,4
2571.198,36.415,2.714,0.397,35.325,1315.509,5.036,12.043,1.209,8.48,3.496,84.671,269.266,0.999,3.766,8.48,14.82,14.236,77.701,3.076,4
2571.3,36.341,2.698,0.386,35.308,1309.931,5.11,13.509,1.224,8.561,3.464,81.303,276.7,0.999,4.112,8.438,15.258,14.663,76.612,3.041,4
2571.402,36.157,2.68,0.375,35.292,1306.446,5.132,14.938,1.204,8.427,3.367,77.552,281.559,0.999,4.222,6.659,16.171,15.552,74.667,2.196,4
2571.504,35.567,2.668,0.364,35.269,1303.657,5.154,16.191,1.167,8.253,3.222,76.355,286.791,0.999,3.915,6.466,17.862,17.199,72.688,2.399,4
2571.606,35.197,2.685,0.353,35.255,1300.869,5.185,17.828,1.131,8.21,3.053,78.216,295.556,0.998,3.302,6,20.121,19.4,71.322,1.643,4
2571.708,34.791,2.701,0.342,35.247,1295.989,5.311,18.674,1.094,8.206,2.887,81.317,308.438,0.998,2.729,4.267,22.061,21.291,71.542,1.522,4
