X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,Y
2379.735,77.86,2.691,0.024,35.872,1165.623,6.886,15.951,1.098,8.186,3.201,81.501,270.212,1.004,4
2379.836,77.576,2.69,0.024,35.867,1165.623,6.59,16.14,1.035,8.183,3.064,81.045,278.459,1.004,4
2379.937,77.265,2.68,0.025,35.869,1164.926,6.483,16.247,0.991,8.127,2.881,80.269,283.484,1.004,4
2380.039,76.561,2.685,0.027,35.875,1164.229,6.415,16.888,0.945,7.938,2.673,79.906,285.924,1.004,4
2380.14,76.174,2.683,0.028,35.88,1162.834,6.386,17.642,0.914,7.685,2.469,79.725,287.252,1.004,4
2380.241,75.771,2.685,0.029,35.897,1161.44,6.493,18.736,0.904,7.49,2.285,78.945,288.439,1.004,4
2380.343,75.358,2.678,0.031,35.908,1161.44,6.638,19.129,0.921,7.368,2.138,77.661,289.501,1.004,4
2380.444,74.524,2.672,0.032,35.919,1162.137,6.831,18.252,0.941,7.307,2.03,76.967,288.848,1.004,4
2380.545,74.105,2.679,0.033,35.925,1162.834,7.064,16.631,0.958,7.333,1.963,77.911,284.728,1.004,4
2380.646,73.685,2.684,0.035,35.936,1164.229,7.615,14.705,0.969,7.421,1.941,79.986,277.62,1.004,4
2380.748,73.263,2.691,0.036,35.939,1164.229,7.905,13.396,0.97,7.472,1.961,81.71,269.756,1.004,4
2380.849,72.429,2.695,0.037,35.936,1164.229,8.188,12.612,0.985,7.465,2.024,83.002,261.885,1.004,4
2380.95,72.034,2.694,0.037,35.936,1163.531,8.451,12.111,1.01,7.484,2.133,83.976,255.26,1.004,4
2381.051,71.668,2.695,0.038,35.936,1162.834,8.863,12,1.073,7.573,2.287,84.004,252.312,1.004,4
2381.152,71.345,2.689,0.039,35.944,1162.137,8.997,11.935,1.099,7.738,2.49,83.156,252.529,1.004,4
2381.254,70.839,2.693,0.04,35.958,1162.137,9.087,11.921,1.105,7.91,2.737,82.588,251.828,1.004,4
2381.355,70.649,2.695,0.041,35.967,1162.137,9.149,11.698,1.097,7.847,3.018,83.367,249.059,1.004,4
2381.456,70.484,2.705,0.042,35.953,1162.137,9.234,11.966,1.059,7.436,3.312,84.422,248.069,1.004,4
2381.557,70.327,2.709,0.042,35.947,1162.137,9.281,12.609,1.05,6.904,3.582,84.151,252.119,1.004,4
2381.658,69.979,2.705,0.042,35.947,1160.743,9.34,13.706,1.06,6.585,3.792,82.857,258.367,1.004,4
2381.76,69.78,2.697,0.042,35.95,1160.743,9.413,14.876,1.084,6.564,3.911,81.631,262.385,1.004,4
2381.861,69.574,2.682,0.043,35.961,1160.046,9.599,15.135,1.174,6.769,3.957,80.431,263.531,1.004,4
2381.962,69.374,2.681,0.043,35.953,1160.046,9.703,14.189,1.209,7.151,3.961,78.742,260.619,1.004,4
2382.063,69.048,2.673,0.043,35.95,1160.046,9.804,12.646,1.23,7.659,3.964,77.153,250.5,1.004,4
2382.164,68.94,2.673,0.044,35.964,1159.349,9.899,11.114,1.242,8.192,3.994,77.528,237.073,1.004,4
2382.265,68.873,2.675,0.044,35.983,1158.651,10.073,9.936,1.246,8.703,4.07,79.418,227.412,1.004,4
2382.367,68.849,2.68,0.044,35.972,1157.954,10.17,9.506,1.26,9.152,4.195,80.919,226.943,1.004,4
2382.468,68.933,2.685,0.044,35.955,1158.651,10.277,9.599,1.289,9.424,4.361,81.425,235.054,1.004,4
2382.569,69.042,2.688,0.044,35.933,1158.651,10.397,9.822,1.325,9.402,4.566,81.983,246.214,1.004,4
2382.67,69.194,2.686,0.044,35.914,1161.44,10.665,10.09,1.382,9.088,4.801,82.429,252.42,1.004,4
2382.771,69.385,2.69,0.044,35.914,1163.531,10.804,10.736,1.393,8.742,5.061,81.919,254.744,1.004,4
2382.873,69.851,2.681,0.044,35.914,1164.926,10.94,11.2,1.388,8.582,5.338,80.449,256.074,1.004,4
2382.974,70.106,2.673,0.044,35.922,1167.017,11.074,11.786,1.371,8.531,5.606,78.438,254.077,1.004,4
2383.075,70.36,2.673,0.044,35.933,1169.109,11.312,12.389,1.356,8.433,5.838,77.171,250.209,1.003,4
2383.176,70.602,2.673,0.044,35.939,1169.806,11.414,12.609,1.366,8.315,5.98,78.204,249.419,1.003,4
2383.277,71.003,2.687,0.044,35.942,1169.109,11.508,12.45,1.382,8.21,6.016,81.591,250.568,1.004,4
2383.379,71.147,2.695,0.044,35.944,1168.411,11.596,12.491,1.4,8.139,5.945,83.98,251.291,1.004,4
2383.48,71.252,2.699,0.044,35.953,1168.411,11.776,13.676,1.411,8.119,5.796,83.308,251.786,1.004,4
2383.581,71.325,2.689,0.044,35.953,1169.806,11.884,15.47,1.399,8.12,5.62,80.861,253.299,1.005,4
2383.682,71.421,2.683,0.044,35.95,1171.2,12.006,17.44,1.378,8.098,5.455,79.26,258.055,1.004,4
2383.783,71.463,2.682,0.045,35.953,1173.292,12.146,19.358,1.364,8.054,5.326,78.905,266.993,1.004,4
2383.885,71.504,2.677,0.045,35.967,1174.686,12.457,20.432,1.37,8.016,5.238,78,277.78,1.005,4
2383.986,71.542,2.671,0.045,35.969,1175.383,12.614,20.801,1.395,7.979,5.194,76.022,287.128,1.004,4
2384.087,71.601,2.665,0.045,35.969,1175.383,12.761,19.99,1.42,7.935,5.185,73.639,291.541,1.005,4
2384.188,71.623,2.663,0.045,35.964,1174.686,12.894,18.255,1.439,7.914,5.203,72.304,288.091,0.998,4
2384.289,71.639,2.659,0.045,35.95,1170.503,13.092,15.623,1.433,7.932,5.243,72.59,277.023,0.998,4
2384.391,71.647,2.664,0.045,35.953,1169.806,13.154,13.877,1.412,7.956,5.288,74.007,263.333,0.998,4
2384.492,71.624,2.666,0.045,35.955,1170.503,13.197,12.655,1.392,7.964,5.319,76.138,250.75,0.998,4
2384.593,71.583,2.671,0.045,35.955,1171.2,13.223,11.935,1.384,7.946,5.306,78.321,241.455,0.998,4
2384.694,71.52,2.68,0.045,35.955,1172.594,13.217,11.808,1.395,7.873,5.229,78.753,237.301,0.998,4
2384.795,71.437,2.676,0.045,35.955,1173.292,13.181,11.702,1.41,7.743,5.074,77.694,237.854,0.998,4
2384.896,71.22,2.667,0.045,35.955,1174.686,13.125,11.36,1.42,7.595,4.849,77.103,239.801,0.998,4
2384.998,71.085,2.671,0.045,35.961,1174.686,13.042,11.013,1.417,7.47,4.585,78.253,240.997,0.998,4
2385.099,70.932,2.679,0.045,35.961,1173.989,12.816,10.844,1.364,7.399,4.31,79.338,241.542,0.998,4
2385.2,70.758,2.672,0.045,35.958,1173.292,12.683,10.899,1.331,7.385,4.049,78.661,241.324,0.998,4
2385.301,70.354,2.676,0.045,35.967,1173.292,12.54,11.457,1.308,7.367,3.814,77.661,240.249,0.998,4
2385.402,70.129,2.673,0.045,35.972,1173.292,12.386,11.615,1.291,7.329,3.61,78.653,238.956,0.998,4
2385.504,69.894,2.684,0.045,35.978,1175.383,11.998,11.883,1.285,7.291,3.43,81.705,239.064,0.998,4
2385.605,69.648,2.7,0.045,35.978,1176.08,11.742,12.726,1.267,7.27,3.265,83.761,243.049,0.998,4
2385.706,69.122,2.698,0.045,35.955,1176.08,11.429,13.979,1.234,7.265,3.107,83.429,250.838,0.998,4
2385.807,68.835,2.689,0.044,35.928,1176.08,11.06,14.949,1.184,7.268,2.947,81.657,257.777,0.998,4
2385.908,68.531,2.688,0.044,35.875,1174.686,10.204,15.176,1.048,7.267,2.783,81.041,261.25,0.998,4
2386.01,68.209,2.688,0.044,35.855,1173.292,9.769,14.787,0.991,7.253,2.614,81.895,264.139,0.998,4
2386.111,67.512,2.688,0.043,35.842,1171.897,9.373,15.155,0.948,7.225,2.444,81.749,268.459,0.998,4
2386.212,67.136,2.682,0.043,35.83,1171.897,9.036,16.885,0.926,7.19,2.278,79.126,274.202,0.998,4
2386.313,66.74,2.666,0.043,35.808,1173.292,8.609,19.235,0.93,7.169,2.125,75.077,282.599,0.998,4
2386.414,66.324,2.665,0.041,35.819,1173.989,8.515,21.718,0.935,7.214,1.991,72.528,292.793,0.998,4
2386.516,65.424,2.66,0.04,35.842,1173.292,8.472,22.039,0.942,7.348,1.884,72.252,299.757,0.998,4
2386.617,64.942,2.663,0.038,35.872,1171.897,8.472,20.872,0.944,7.547,1.808,73.644,298.108,0.998,4
2386.719,64.442,2.669,0.037,35.93,1169.806,8.481,18.214,0.964,7.748,1.766,76.114,287.099,0.998,4
2386.82,63.924,2.687,0.035,35.95,1169.806,8.454,14.986,0.99,7.893,1.762,79.182,272.343,0.998,4
2386.921,62.841,2.697,0.034,35.972,1171.2,8.405,12.138,1.025,7.994,1.792,81.689,260.298,0.998,4
2387.022,62.28,2.7,0.032,35.989,1175.383,8.335,10.584,1.07,8.102,1.852,82.95,252.912,0.998,4
2387.124,61.708,2.698,0.031,36.005,1185.84,8.164,10.162,1.141,8.221,1.939,83.289,249.834,0.998,4
2387.225,61.128,2.695,0.031,36.005,1190.023,8.077,9.811,1.155,8.368,2.039,83.36,250.68,0.998,4
2387.326,59.936,2.69,0.031,36.005,1192.811,7.992,9.704,1.159,8.494,2.143,83.03,252.566,0.998,4
2387.427,59.319,2.688,0.032,36.003,1192.811,7.916,9.941,1.152,8.601,2.237,82.21,252.716,0.998,4
2387.528,58.68,2.681,0.032,35.997,1186.537,7.777,10.153,1.15,8.799,2.315,81.056,250.794,0.998,4
2387.629,58.016,2.679,0.033,35.992,1181.657,7.714,10.493,1.166,9.056,2.372,79.82,248.381,0.998,4
2387.73,56.606,2.678,0.033,35.989,1178.172,7.65,10.666,1.186,9.201,2.412,78.971,246.179,0.998,4
2387.832,55.861,2.673,0.034,35.983,1176.777,7.59,10.444,1.203,9.251,2.44,79.068,243.581,0.998,4
2387.933,55.088,2.678,0.034,35.972,1177.474,7.506,10.334,1.196,9.265,2.462,79.592,239.907,0.998,4
2388.034,54.286,2.683,0.034,35.967,1180.263,7.491,10.157,1.178,9.22,2.484,80.434,236.312,0.998,4
2388.135,52.591,2.689,0.034,35.958,1182.354,7.498,9.694,1.154,9.153,2.51,82.682,235.904,0.998,4
2388.236,51.7,2.707,0.034,35.95,1183.749,7.531,9.197,1.142,9.141,2.544,86.102,239.451,0.998,4
2388.337,50.786,2.712,0.034,35.944,1186.537,7.635,8.908,1.179,9.147,2.587,88.119,244.878,0.998,4
2388.438,49.856,2.711,0.034,35.947,1186.537,7.694,9.366,1.219,9.106,2.639,87.534,249.345,0.998,4
2388.54,47.966,2.702,0.034,35.953,1186.537,7.74,9.738,1.26,9.119,2.699,86.016,251.633,0.998,4
2388.641,47.008,2.698,0.034,35.958,1185.84,7.765,9.642,1.287,9.186,2.76,85.427,251.338,0.998,4
2388.742,46.043,2.701,0.034,35.964,1183.052,7.715,9.521,1.276,9.171,2.816,85.155,249.39,0.998,4
2388.843,45.076,2.696,0.035,35.958,1180.263,7.638,9.742,1.24,9.095,2.855,83.567,248.267,0.998,4
2388.945,43.169,2.684,0.035,35.953,1177.474,7.525,10.53,1.2,9.225,2.871,80.376,251.402,0.998,4
2389.046,42.251,2.671,0.035,35.95,1174.686,7.381,11.36,1.166,9.365,2.851,77.511,256.517,0.998,4
2389.147,41.37,2.671,0.035,35.958,1171.2,7.014,12.049,1.125,9.421,2.794,76.808,260.348,0.998,4
2389.248,40.538,2.674,0.035,35.975,1170.503,6.806,12.31,1.121,9.453,2.703,78.301,262.817,0.998,4
2389.349,39.078,2.683,0.035,35.994,1171.897,6.593,12.709,1.113,9.409,2.582,80.051,264.026,0.998,4
2389.45,38.481,2.686,0.035,36.011,1173.292,6.388,13.565,1.097,9.301,2.444,80.231,264.961,0.998,4
2389.552,37.993,2.687,0.035,36.017,1174.686,6.021,14.395,1.034,9.154,2.3,80.401,270.092,0.998,4
2389.653,37.623,2.699,0.037,36.017,1173.292,5.868,14.669,1.001,8.813,2.158,81.899,281.212,0.998,4
2389.754,37.249,2.719,0.038,36.028,1172.594,5.736,14.278,0.979,8.131,2.027,84.972,294.361,0.998,4
2389.855,37.24,2.74,0.04,36.042,1171.2,5.623,13.751,0.973,7.33,1.909,88.599,305.47,0.998,4
2389.956,37.343,2.761,0.042,36.064,1169.806,5.432,13.083,0.999,6.825,1.809,92.29,313.667,0.998,4
2390.057,37.557,2.791,0.043,36.069,1170.503,5.343,11.928,1.008,6.686,1.725,96.581,317.587,0.998,4
2390.158,38.337,2.833,0.045,36.075,1171.2,5.244,10.163,1.007,6.662,1.656,101.329,317.072,0.998,4
2390.259,38.922,2.877,0.046,36.089,1171.897,5.137,7.539,0.989,6.603,1.602,105.597,315.395,0.998,4
2390.36,39.648,2.898,0.048,36.117,1173.292,4.907,4.265,0.913,6.546,1.557,107.753,315.555,0.998,4
2390.461,40.521,2.896,0.049,36.108,1173.292,4.783,4.962,0.875,6.54,1.521,107.299,316.643,0.998,1
2390.563,42.726,2.885,0.049,36.097,1171.897,4.656,7.114,0.842,6.548,1.488,105.798,318.028,0.998,1
2390.664,44.063,2.882,0.05,36.083,1170.503,4.53,7.446,0.822,6.504,1.457,105.46,321.544,0.998,1
2390.764,45.558,2.889,0.051,36.072,1168.411,4.307,6.142,0.8,6.43,1.427,106.464,328.615,0.998,1
2390.865,47.208,2.904,0.052,36.064,1167.017,4.223,3.263,0.788,6.386,1.398,108.368,337.518,0.998,1
2390.967,50.891,2.923,0.053,36.061,1165.623,4.159,0.585,0.779,6.269,1.373,110.551,346.143,0.998,1
2391.067,52.842,2.956,0.054,36.069,1164.229,4.114,0.015,0.769,6.001,1.357,113.212,353.978,0.998,1
2391.168,54.788,3,0.055,36.105,1164.229,4.063,0,0.787,5.887,1.352,116.254,359.691,0.998,1
2391.27,56.668,3,0.056,36.122,1163.531,4.053,0,0.82,6.209,1.364,118.444,361.949,0.998,1
2391.371,60.035,3,0.056,36.136,1162.834,4.047,0,0.862,6.868,1.398,118.361,361.34,0.998,1
2391.472,61.46,2.986,0.057,36.139,1162.834,4.035,0.005,0.92,7.622,1.453,115.247,357.487,0.998,1
2391.573,62.692,2.912,0.057,36.133,1163.531,3.986,1.634,1.003,8.214,1.533,109.681,348.893,0.998,1
2391.674,63.732,2.846,0.057,36.117,1164.229,3.95,14.372,1.02,8.506,1.638,101.998,338.344,0.998,4
2391.775,65.265,2.775,0.058,36.092,1165.623,3.911,20.718,1.025,8.497,1.761,92.602,330.117,0.998,4
2391.875,65.796,2.723,0.058,36.061,1169.109,3.876,25.008,1.015,8.415,1.898,83.084,326.23,0.998,4
2391.977,66.205,2.693,0.059,35.997,1176.777,3.813,26.887,1.006,8.387,2.035,76.491,327.095,0.998,4
2392.077,66.519,2.679,0.059,35.964,1179.566,3.785,27.381,1.012,8.358,2.157,73.889,331.431,0.998,4
2392.178,66.948,2.674,0.06,35.93,1181.657,3.76,27.613,1.021,8.353,2.245,73.622,335.76,0.998,4
2392.28,67.096,2.671,0.06,35.908,1182.354,3.741,27.949,1.023,8.478,2.295,73.52,337.992,0.998,4
2392.381,67.214,2.663,0.061,35.9,1178.869,3.712,27.913,0.986,8.725,2.302,72.543,338.128,0.998,4
2392.482,67.309,2.659,0.061,35.9,1177.474,3.702,27.61,0.952,8.955,2.271,71.295,336.698,0.998,4
2392.583,67.433,2.657,0.062,35.897,1177.474,3.695,26.977,0.913,9.115,2.214,70.898,335.106,0.998,4
2392.684,67.454,2.66,0.062,35.9,1179.566,3.696,26.352,0.881,9.262,2.137,71.87,334.063,0.998,4
2392.785,67.441,2.666,0.063,35.914,1185.143,3.72,25.84,0.853,9.411,2.05,74.312,333.325,0.998,4
2392.887,67.387,2.674,0.063,35.933,1188.629,3.747,25.541,0.85,9.555,1.955,77.144,333.173,0.998,4
2392.988,67.116,2.686,0.063,35.942,1192.114,3.789,25.664,0.839,9.66,1.858,78.988,333.685,0.998,4
2393.089,66.877,2.692,0.063,35.944,1194.206,3.848,25.763,0.824,9.675,1.761,79.913,333.112,0.998,4
2393.19,66.554,2.691,0.063,35.953,1192.811,4.011,25.565,0.775,9.612,1.669,80.506,331.116,0.998,4
2393.292,66.14,2.684,0.063,35.953,1190.72,4.11,25.645,0.752,9.559,1.588,79.904,329.22,0.998,4
2393.393,65.024,2.676,0.063,35.953,1189.326,4.209,26.685,0.738,9.5,1.52,76.88,327.742,0.998,4
2393.494,64.324,2.666,0.063,35.953,1187.932,4.302,27.318,0.74,9.437,1.469,73.57,326.621,0.998,4
2393.595,63.531,2.66,0.063,35.958,1184.446,4.445,27.082,0.785,9.396,1.437,72.625,327.05,0.998,4
2393.697,62.645,2.667,0.061,35.975,1183.052,4.486,26.36,0.809,9.358,1.42,74.934,328.664,0.998,4
2393.798,60.603,2.682,0.059,35.978,1180.96,4.505,25.967,0.822,9.31,1.418,77.47,330.329,0.998,4
2393.899,59.463,2.681,0.058,35.98,1178.869,4.502,25.861,0.819,9.261,1.426,78.552,331.742,0.998,4
2394,58.264,2.679,0.056,35.983,1176.777,4.457,26.202,0.772,9.22,1.438,78.247,332.788,0.998,4
2394.101,57.027,2.675,0.054,36,1176.08,4.431,26.592,0.753,9.171,1.445,77.311,332.839,0.998,4
2394.202,54.508,2.676,0.052,36.022,1176.777,4.408,27.281,0.749,9.096,1.441,75.865,331.575,0.998,4
2394.303,53.251,2.675,0.05,36.042,1178.172,4.39,27.372,0.763,8.992,1.424,74.487,329.34,0.998,4
2394.405,52.002,2.674,0.048,36.072,1182.354,4.364,27.363,0.815,8.901,1.393,73.927,327.083,0.998,4
2394.506,50.766,2.668,0.047,36.083,1182.354,4.354,26.699,0.836,8.859,1.357,74.74,325.267,0.998,4
2394.607,48.359,2.689,0.046,36.092,1181.657,4.345,25.702,0.848,8.851,1.322,76.821,323.54,0.998,4
2394.708,47.214,2.707,0.045,36.103,1180.96,4.334,23.36,0.847,8.818,1.294,80.243,321.997,0.998,4
2394.809,46.128,2.735,0.044,36.094,1180.263,4.314,19.906,0.838,8.732,1.278,85.293,320.825,0.998,4
2394.91,45.121,2.77,0.043,36.089,1179.566,4.292,16.294,0.841,8.597,1.276,90.242,319.093,0.998,1
2395.011,43.416,2.797,0.043,36.083,1179.566,4.261,13.953,0.856,8.455,1.289,93.464,316.676,0.998,1
2395.112,42.746,2.813,0.042,36.072,1180.263,4.22,12.575,0.882,8.351,1.317,95.413,314.775,0.998,1
2395.213,42.207,2.83,0.041,36.061,1180.96,4.119,11.156,0.927,8.139,1.357,97.557,313.57,0.998,1
2395.314,41.795,2.862,0.042,36.053,1179.566,4.063,8.743,0.939,7.689,1.407,100.806,312.83,0.998,1
2395.415,41.321,2.895,0.043,36.047,1178.172,4.005,2.631,0.937,7.173,1.462,104.276,313.103,0.998,1
2395.516,41.234,2.925,0.045,36.047,1176.777,3.947,0.151,0.926,6.796,1.518,106.428,314.383,0.998,1
2395.617,41.227,2.941,0.046,36.042,1177.474,3.847,0.02,0.922,6.547,1.57,107.26,316.163,0.998,1
2395.718,41.283,2.965,0.048,36.03,1178.172,3.801,0.012,0.929,6.387,1.615,108.707,318.152,0.998,1
2395.819,41.498,3,0.049,36.019,1178.172,3.764,0,0.944,6.308,1.646,111.086,319.47,0.998,1
2395.92,41.609,3,0.05,36.011,1178.869,3.723,0,0.956,6.289,1.663,112.377,319.282,0.998,1
2396.021,41.689,3,0.052,36.028,1180.263,3.627,0,0.941,6.343,1.664,111.42,317.761,0.998,1
2396.123,41.715,2.983,0.052,36.042,1180.96,3.576,0.005,0.917,6.45,1.648,109.918,315.777,0.998,1
2396.224,41.524,2.972,0.053,36.061,1180.96,3.531,0.009,0.882,6.502,1.62,109.241,314.819,0.998,1
2396.325,41.284,2.953,0.053,36.08,1181.657,3.497,0.015,0.851,6.504,1.58,108.061,315.757,0.998,1
2396.426,40.95,2.912,0.054,36.108,1181.657,3.46,1.214,0.823,6.699,1.534,105.248,316.996,0.998,1
2396.527,40.544,2.878,0.054,36.117,1179.566,3.458,8.035,0.827,7.15,1.487,101.848,316.928,0.998,1
2396.628,39.657,2.852,0.055,36.125,1178.172,3.466,11.383,0.83,7.495,1.445,99.317,316.584,0.998,1
2396.729,39.239,2.843,0.055,36.114,1176.08,3.476,12.046,0.825,7.425,1.413,98.417,316.559,0.998,1
2396.83,38.865,2.857,0.055,36.078,1173.292,3.505,10.977,0.809,7.026,1.394,99.636,316.308,0.998,1
2396.931,38.54,2.882,0.056,36.05,1174.686,3.521,7.562,0.797,6.663,1.39,102.015,317.339,0.998,1
2397.032,38.047,2.986,0.056,36.025,1178.869,3.539,0.005,0.794,6.59,1.398,103.517,321.023,0.998,1
2397.133,37.887,2.984,0.056,36.011,1184.446,3.556,0.006,0.809,6.723,1.416,103.116,324.61,0.998,1
2397.234,37.799,2.98,0.056,36.019,1189.326,3.585,0.007,0.869,6.866,1.441,101.924,324.924,0.998,1
2397.335,37.796,2.981,0.056,36.028,1189.326,3.593,0.007,0.908,6.873,1.469,102.226,322.513,0.998,1
2397.436,38.069,2.989,0.056,36.042,1187.931,3.596,0.004,0.938,6.739,1.497,104.356,320.576,0.998,1
2397.537,38.334,2.997,0.056,36.055,1186.537,3.593,0.001,0.951,6.658,1.524,106.804,319.783,0.998,1
2397.638,38.664,3,0.057,36.094,1183.052,3.565,0,0.915,6.655,1.549,107.424,319.826,0.998,1
2397.739,39.04,2.999,0.057,36.103,1184.446,3.538,0,0.89,6.603,1.569,107.231,321.539,0.998,1
2397.84,39.839,3,0.058,36.103,1188.629,3.506,0,0.876,6.568,1.58,107.504,323.67,0.998,1
2397.941,40.22,3,0.058,36.094,1194.206,3.473,0,0.871,6.672,1.581,107.862,322.946,0.998,1
2398.042,40.552,2.997,0.059,36.067,1201.874,3.409,0.001,0.882,6.843,1.569,106.737,320.595,0.998,1
2398.144,40.809,2.988,0.059,36.055,1202.571,3.38,0.004,0.883,6.939,1.545,104.186,319.216,0.998,1
2398.244,41.019,2.983,0.06,36.055,1203.269,3.352,0.006,0.873,6.995,1.512,102.904,319.038,0.998,1
2398.345,40.967,2.986,0.06,36.061,1201.177,3.327,0.005,0.854,7.098,1.471,103.696,320.653,0.998,1
2398.447,40.833,2.988,0.061,36.083,1192.811,3.289,0.004,0.804,7.409,1.427,104.078,323.902,0.998,1
2398.548,40.644,2.978,0.061,36.097,1189.326,3.274,0.007,0.79,7.89,1.384,101.527,325.602,0.999,1
2398.649,40.217,2.961,0.061,36.103,1185.84,3.261,0.013,0.788,8.167,1.345,96.381,325.307,0.999,1
2398.75,40.015,2.946,0.061,36.097,1182.354,3.243,0.018,0.796,7.981,1.315,92.071,324.461,0.998,1
2398.851,39.826,2.944,0.061,36.067,1176.777,3.205,0.019,0.817,7.458,1.294,91.534,323.325,0.999,1
2398.952,39.637,2.954,0.061,36.05,1176.08,3.187,0.016,0.817,7.037,1.282,94.394,323.79,0.999,1
2399.053,39.198,2.965,0.061,36.039,1176.08,3.174,0.012,0.807,7.041,1.277,97.49,327.279,0.999,1
2399.154,38.927,2.968,0.061,36.028,1176.777,3.168,0.011,0.792,7.49,1.278,98.405,329.596,1,1
2399.255,38.625,2.963,0.061,36.022,1182.354,3.179,0.013,0.781,8.062,1.281,96.893,328.427,0.999,1
2399.356,38.307,2.955,0.061,36.019,1184.446,3.191,0.015,0.787,8.385,1.287,94.634,325.87,0.999,1
2399.457,37.687,2.95,0.06,36.019,1184.446,3.203,0.017,0.809,8.265,1.295,93.241,322.789,1,1
2399.558,37.4,2.953,0.06,36.019,1183.749,3.215,0.016,0.834,8.057,1.307,94.074,319.948,1,1
2399.659,37.124,2.965,0.06,36.019,1180.263,3.223,0.012,0.859,7.878,1.322,97.576,319.789,1.001,1
2399.76,36.85,2.981,0.06,36.014,1176.777,3.221,0.007,0.856,7.622,1.342,102.146,321.991,1.001,1
2399.861,36.308,2.989,0.06,36.014,1174.686,3.222,0.004,0.841,7.436,1.365,104.358,323.425,1,1
2399.962,36.074,2.982,0.06,36.014,1175.383,3.23,0.006,0.832,7.666,1.39,102.446,323.029,1.001,1
2400.063,35.904,2.967,0.06,36.03,1183.052,3.265,0.011,0.854,8.249,1.417,98.244,321.546,1.001,1
2400.165,35.826,2.957,0.061,36.039,1187.234,3.289,0.015,0.885,8.584,1.446,95.379,319.508,1.001,1
2400.266,36.019,2.955,0.062,36.044,1191.417,3.315,0.015,0.922,8.488,1.478,94.609,318.098,1.001,1
2400.367,36.296,2.954,0.064,36.044,1194.903,3.341,0.016,0.949,7.974,1.513,94.552,318.308,1.001,1
2400.468,36.683,2.955,0.065,36.019,1193.509,3.389,0.015,0.971,7.283,1.55,94.809,319.599,1.001,1
2400.569,37.162,2.963,0.066,36.003,1189.326,3.407,0.013,0.962,6.601,1.588,97.156,321.557,1.001,1
2400.67,38.304,2.981,0.067,35.994,1185.143,3.419,0.007,0.948,6.053,1.621,102.281,324.149,1.001,1
2400.771,38.913,2.997,0.069,35.986,1180.96,3.427,0.001,0.942,5.768,1.648,106.756,326.22,1.001,1
2400.872,39.516,3,0.07,35.997,1174.686,3.443,0,0.95,5.967,1.664,107.585,327.348,1.002,1
2400.973,40.1,2.989,0.07,36.008,1174.686,3.445,0.004,0.964,6.676,1.669,104.495,327.954,1.001,1
2401.074,41.185,2.974,0.07,36.019,1175.383,3.438,0.009,0.968,7.749,1.665,100.111,326.96,1.001,1
2401.176,41.671,2.959,0.071,36.033,1176.08,3.42,0.014,0.959,8.782,1.652,95.698,323.437,1.001,1
2401.277,42.092,2.951,0.071,36.033,1176.08,3.35,0.017,0.901,9.299,1.634,93.415,319.127,1.002,1
2401.378,42.409,2.955,0.071,36.014,1175.383,3.309,0.016,0.86,9.174,1.612,94.474,316.257,1.001,1
2401.479,42.543,2.966,0.071,35.992,1173.989,3.271,0.012,0.834,8.74,1.587,98.019,315.258,1.001,1
2401.58,42.297,2.974,0.071,35.969,1171.897,3.241,0.009,0.817,8.416,1.557,100.33,315.567,1.001,1
2401.681,41.838,2.972,0.072,35.953,1173.989,3.215,0.01,0.812,8.454,1.524,99.631,316.823,1.001,1
2401.782,41.194,2.961,0.068,35.955,1178.869,3.219,0.013,0.814,8.692,1.491,96.552,318.607,1.001,1
2401.883,39.529,2.949,0.065,35.955,1184.446,3.236,0.017,0.81,8.861,1.461,93.04,319.698,1.001,1
2401.985,38.595,2.943,0.061,35.964,1190.023,3.264,0.019,0.807,8.898,1.44,91.131,319.187,1.001,1
2402.086,37.636,2.946,0.058,36.005,1197.691,3.343,0.018,0.797,8.881,1.43,92.101,317.814,1.002,1
2402.187,36.679,2.953,0.055,36.036,1198.389,3.389,0.016,0.809,8.851,1.433,94.258,316.901,1.002,1
2402.288,34.864,2.959,0.051,36.064,1195.6,3.436,0.014,0.83,8.836,1.449,95.907,316.616,1.002,1
2402.389,34.051,2.959,0.048,36.078,1191.417,3.483,0.014,0.857,8.854,1.478,95.902,316.293,1.002,1
2402.49,33.323,2.957,0.045,36.086,1186.537,3.569,0.015,0.915,8.889,1.517,95.369,315.958,1.002,1
2402.592,32.685,2.957,0.045,36.094,1190.023,3.613,0.015,0.93,8.666,1.566,95.327,316.357,1.001,1
2402.693,31.671,2.963,0.046,36.094,1197.692,3.66,0.013,0.932,7.894,1.623,97.188,317.408,1.001,1
2402.794,31.278,2.975,0.047,36.089,1205.36,3.704,0.009,0.923,6.806,1.686,100.474,318.051,1.001,1
2402.895,30.948,2.983,0.048,36.089,1217.211,3.782,0.006,0.918,6.015,1.751,102.918,318.056,1.001,1
2402.996,30.671,2.982,0.049,36.083,1220,3.816,0.006,0.927,5.745,1.814,102.425,318.043,1.001,1
2403.097,30.221,2.975,0.05,36.086,1219.303,3.846,0.009,0.948,5.757,1.87,100.426,317.888,1.001,1
2403.198,30.015,2.971,0.051,36.1,1213.726,3.872,0.01,0.975,5.814,1.918,99.221,317.166,1.001,1
