X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Y
316.357,32.685,95.327,27.798,2.304,3.613,0.485,1.484,26.89,0.0,2.392,1
317.408,31.671,97.188,27.575,2.315,3.66,0.503,1.581,26.673,4.536,2.432,1
318.051,31.278,100.474,27.827,2.332,3.704,0.547,1.735,26.919,8.071,2.47,1
318.056,30.948,102.918,28.72,2.351,3.782,0.616,1.869,27.792,6.441,2.501,1
318.043,30.671,102.425,29.439,2.368,3.816,0.697,1.963,28.494,0.339,2.523,1
317.888,30.221,100.426,29.319,2.379,3.846,0.79,2.03,28.377,0.0,2.534,1
317.166,30.015,99.221,28.522,2.385,3.872,0.885,2.073,27.598,0.0,2.536,1
316.164,29.798,99.258,27.503,2.384,3.911,0.956,2.08,26.602,0.0,2.533,1
315.477,29.558,98.498,26.585,2.379,3.924,0.959,2.049,25.706,0.0,2.529,1
315.02,28.984,95.639,25.996,2.37,3.933,0.912,2.023,25.131,0.0,2.525,1
313.772,28.655,92.631,25.842,2.361,3.942,0.854,2.037,24.981,0.0,2.521,1
311.359,28.31,91.688,25.99,2.354,3.962,0.796,2.1,25.125,0.0,2.516,1
309.167,27.964,93.33,26.083,2.351,3.969,0.743,2.158,25.216,0.0,2.506,1
308.247,27.319,95.172,26.217,2.352,3.976,0.724,2.16,25.346,0.0,2.49,1
308.122,27.035,96.204,26.884,2.356,3.976,0.744,2.122,25.998,0.0,2.467,1
309.09,26.779,97.343,27.863,2.359,3.972,0.781,2.089,26.954,0.0,2.437,1
311.357,26.551,99.282,28.25,2.362,3.967,0.851,2.058,27.332,0.0,2.399,1
313.397,26.193,101.324,27.674,2.365,3.96,0.954,1.997,26.77,0.0,2.354,1
314.373,26.085,102.778,27.26,2.37,3.956,1.064,1.922,26.365,0.0,2.301,1
315.27,26.042,103.081,27.986,2.377,3.95,1.155,1.87,27.074,0.0,2.24,1
317.455,26.074,102.749,29.268,2.387,3.947,1.235,1.853,28.326,0.0,2.175,1
321.51,26.371,102.612,30.061,2.399,3.946,1.294,1.831,29.102,0.0,2.109,1
325.751,26.627,102.6,29.876,2.41,3.939,1.283,1.742,28.921,0.0,2.048,1
328.139,26.949,102.59,29.282,2.418,3.923,1.186,1.611,28.34,0.0,1.996,1
328.242,27.332,102.438,28.608,2.421,3.917,1.028,1.505,27.681,0.0,1.958,1
326.563,28.282,101.661,27.949,2.42,3.911,0.871,1.483,27.038,0.0,1.935,1
323.262,28.848,100.034,27.247,2.416,3.903,0.764,1.537,26.353,0.0,1.925,1
321.32,29.474,98.5,26.661,2.411,3.885,0.735,1.64,25.78,0.0,1.927,1
321.895,30.156,98.915,26.887,2.411,3.879,0.763,1.725,26.001,0.0,1.941,1
323.159,31.671,101.404,27.914,2.413,3.876,0.846,1.751,27.004,7.922,1.962,1
324.585,32.501,103.782,28.709,2.416,3.881,1.018,1.72,27.781,19.985,1.99,1
325.926,33.379,105.069,28.363,2.416,3.947,1.212,1.669,27.442,25.486,2.026,1
325.051,34.312,105.87,27.647,2.413,4.015,1.31,1.633,26.743,25.554,2.07,1
322.403,36.371,105.797,27.799,2.409,4.109,1.236,1.65,26.891,25.434,2.124,1
320.279,37.509,104.01,28.558,2.407,4.231,1.078,1.729,27.633,28.827,2.189,1
319.225,38.723,101.382,28.898,2.408,4.536,0.938,1.842,27.965,33.893,2.268,1
318.652,40.01,99.788,27.957,2.41,4.698,0.871,1.903,27.046,32.978,2.368,1
318.799,42.786,101.09,26.14,2.411,4.846,0.821,1.899,25.272,33.926,2.491,1
320.569,44.26,104.253,24.173,2.409,4.961,0.767,1.905,23.352,37.004,2.647,1
321.283,45.776,106.204,23.169,2.407,5.025,0.746,2.006,22.372,37.798,2.842,1
319.825,22.835,98.878,29.775,2.307,4.358,1.509,1.589,29.005,35.704,2.309,1
322.174,20.818,101.346,30.311,2.339,4.293,1.504,1.662,27.42,31.728,2.255,1
323.677,20.025,102.709,29.408,2.366,4.222,1.492,1.676,26.606,26.05,2.189,1
323.914,19.343,103.072,28.045,2.388,4.083,1.512,1.659,26.954,14.933,2.113,1
321.945,18.751,102.927,27.637,2.405,4.016,1.633,1.64,27.525,0.1,2.034,1
318.719,17.779,103.162,28.084,2.417,3.951,1.906,1.627,27.919,0.1,1.956,1
315.795,17.381,104.043,28.605,2.423,3.886,2.271,1.605,28.672,0.1,1.887,1
314.49,17.034,104.819,29.161,2.426,3.752,2.445,1.568,29.948,4.787,1.828,1
314.317,16.738,105.242,30.163,2.428,3.689,2.479,1.536,30.779,26.945,1.782,1
315.125,16.278,105.921,31.289,2.433,3.627,2.443,1.533,30.195,23.774,1.749,1
317.099,16.099,106.372,31.514,2.439,3.572,2.163,1.546,28.83,26.772,1.729,1
318.955,15.946,105.175,30.549,2.445,3.486,1.645,1.547,27.576,26.698,1.719,1
319.006,15.812,102.352,29.188,2.448,3.459,1.181,1.532,26.917,20.204,1.72,1
316.974,15.585,100.181,28.179,2.448,3.438,0.805,1.534,26.681,11.24,1.727,1
313.892,15.487,100.306,27.707,2.449,3.419,0.527,1.565,26.588,5.183,1.739,1
311.073,15.396,101.509,27.535,2.45,3.395,0.385,1.601,26.541,0.039,1.753,1
308.514,15.315,101.705,27.463,2.452,3.388,0.316,1.62,26.409,0.0,1.764,1
306.222,15.177,101.227,27.369,2.453,3.387,0.245,1.622,26.117,0.0,1.771,1
305.539,15.115,101.24,27.145,2.452,3.392,0.173,1.617,25.955,0.0,1.772,1
306.297,15.052,101.534,26.915,2.45,3.418,0.126,1.608,26.318,0.0,1.766,1
307.987,14.983,101.204,27.049,2.451,3.438,0.125,1.591,27.465,0.0,1.754,1
311.788,14.831,101.038,27.885,2.451,3.46,0.169,1.571,28.554,0.0,1.74,1
317.038,14.756,102.029,29.039,2.451,3.48,0.243,1.559,28.527,0.0,1.724,1
320.414,14.689,103.566,29.484,2.448,3.499,0.35,1.564,27.337,1.191,1.709,1
320.191,14.631,103.577,28.73,2.443,3.497,0.518,1.577,25.928,0.0,1.694,1
317.453,14.542,101.662,27.358,2.44,3.488,0.754,1.592,24.859,0.0,1.679,1
312.221,14.508,99.17,26.118,2.443,3.47,0.967,1.619,24.304,0.0,1.662,1
306.04,14.481,97.874,25.35,2.452,3.417,1.16,1.645,24.0,0.0,1.642,1
301.894,14.46,99.174,24.944,2.463,3.383,1.584,1.633,23.936,0.0,1.618,1
303.029,14.444,102.542,24.793,2.469,3.347,2.229,1.549,24.364,0.0,1.589,1
309.144,14.447,105.227,25.071,2.469,3.309,2.727,1.44,25.349,0.454,1.559,1
318.177,14.456,106.106,25.912,2.466,3.236,2.941,1.359,26.892,0.0,1.53,1
326.877,14.468,105.972,27.337,2.462,3.201,3.094,1.32,28.62,0.0,1.503,1
333.58,14.495,105.557,29.072,2.458,3.166,3.205,1.301,30.057,0.0,1.482,1
337.029,14.506,103.748,30.643,2.455,3.132,3.203,1.289,30.547,0.0,1.466,1
336.617,14.512,100.047,31.41,2.45,3.057,3.103,1.293,30.192,0.0,1.456,1
333.877,14.511,97.515,31.265,2.445,3.016,2.796,1.322,29.765,1.674,1.449,1
331.12,14.491,98.285,30.84,2.442,2.976,2.331,1.367,29.876,0.0,1.445,1
330.248,14.475,101.784,30.828,2.445,2.939,1.936,1.396,30.2,5.526,1.442,1
330.784,14.464,104.762,31.115,2.446,2.884,1.672,1.388,30.313,10.449,1.438,1
332.036,14.462,106.083,31.277,2.442,2.867,1.379,1.345,30.069,16.017,1.434,1
333.721,14.496,106.837,31.096,2.433,2.856,1.054,1.299,29.626,22.675,1.431,1
334.592,14.533,108.484,30.674,2.427,2.848,0.82,1.276,29.025,26.811,1.431,1
334.054,14.58,110.424,30.08,2.428,2.84,0.752,1.28,28.503,25.515,1.435,1
333.9,14.633,110.505,29.526,2.428,2.844,0.761,1.293,28.077,19.691,1.444,1
334.189,14.744,108.436,29.07,2.436,2.843,0.859,1.302,27.534,13.793,1.461,1
333.406,14.791,105.629,28.525,2.44,2.847,1.008,1.315,26.796,11.44,1.485,1
331.139,14.827,103.272,27.784,2.443,2.868,1.104,1.353,26.119,15.179,1.515,1
327.313,14.851,101.755,27.076,2.444,2.884,1.111,1.436,26.083,18.576,1.551,1
322.478,14.876,101.416,26.974,2.444,2.898,1.098,1.555,26.906,11.917,1.587,1
317.478,14.886,101.808,27.752,2.445,2.91,1.047,1.671,28.072,0.1,1.619,1
313.671,14.899,102.924,28.934,2.447,2.921,0.952,1.731,28.519,0.1,1.641,1
311.923,14.917,104.184,29.443,2.447,2.921,0.907,1.745,27.954,0.0,1.652,1
311.495,14.97,105.069,28.907,2.445,2.921,0.957,1.738,27.045,2.101,1.648,1
311.471,15.003,105.481,27.979,2.443,2.92,1.03,1.713,26.665,6.54,1.632,1
311.981,15.041,105.436,27.572,2.443,2.916,1.112,1.661,26.899,14.137,1.607,1
313.814,15.083,105.657,27.567,2.442,2.914,1.204,1.588,27.63,20.297,1.579,1
317.785,15.185,105.564,28.566,2.442,2.914,1.301,1.521,28.525,20.508,1.552,1
321.763,15.242,104.502,29.484,2.444,2.916,1.377,1.473,29.037,20.714,1.53,1
324.043,15.302,103.862,29.988,2.446,2.931,1.443,1.444,28.875,21.467,1.514,1
326.197,15.361,104.337,29.806,2.445,2.945,1.487,1.43,28.424,23.713,1.507,1
328.778,15.467,104.812,29.324,2.442,2.967,1.526,1.427,27.735,24.642,1.506,1
329.721,15.504,104.749,28.573,2.438,2.997,1.532,1.44,26.544,5.063,1.513,1
329.091,15.526,104.476,27.341,2.437,3.069,1.51,1.472,25.374,5.555,1.525,1
327.816,15.531,104.094,26.195,2.439,3.102,1.471,1.523,24.871,7.004,1.539,1
324.042,15.506,102.99,25.764,2.444,3.126,1.451,1.585,25.182,6.639,1.555,1
318.053,15.49,101.246,26.12,2.448,3.142,1.434,1.644,25.76,4.026,1.569,1
313.037,15.476,100.509,26.713,2.447,3.145,1.396,1.687,26.285,0.94,1.58,1
310.482,15.466,101.827,27.266,2.444,3.137,1.326,1.708,26.872,0.144,1.586,1
308.899,15.443,104.618,27.905,2.445,3.125,1.265,1.706,27.647,0.393,1.587,1
308.94,15.425,107.103,28.746,2.447,3.11,1.193,1.68,28.636,0.1,1.583,1
311.419,15.402,108.623,29.771,2.447,3.08,1.046,1.63,29.637,0.1,1.574,1
315.435,15.375,109.578,30.703,2.445,3.068,0.833,1.566,30.111,1.026,1.563,1
320.225,15.325,110.041,30.969,2.443,3.062,0.635,1.512,29.525,4.237,1.55,1
323.806,15.313,109.895,30.291,2.446,3.059,0.513,1.49,28.624,5.815,1.537,1
325.196,15.317,109.534,29.426,2.452,3.065,0.443,1.503,28.007,4.843,1.525,1
324.925,15.341,109.387,28.945,2.459,3.07,0.411,1.534,28.025,4.371,1.514,1
323.6,15.445,109.209,29.105,2.463,3.077,0.451,1.552,28.582,7.482,1.502,1
322.12,15.516,108.899,29.783,2.463,3.088,0.563,1.545,29.508,13.477,1.49,1
322.598,15.593,109.178,30.716,2.459,3.104,0.676,1.513,30.345,18.222,1.479,1
324.454,15.67,109.848,31.443,2.456,3.112,0.794,1.473,30.715,18.797,1.467,1
325.78,15.817,109.328,31.668,2.455,3.12,0.921,1.442,30.579,15.695,1.457,1
326.05,15.887,108.112,31.474,2.454,3.128,1.013,1.427,30.278,12.216,1.448,1
325.822,15.956,107.229,31.098,2.452,3.145,1.024,1.424,29.785,11.163,1.44,1
325.146,16.025,106.577,30.405,2.448,3.147,0.982,1.425,28.77,12.897,1.433,1
324.412,16.162,105.907,29.264,2.443,3.145,0.95,1.43,27.508,15.43,1.425,1
323.226,16.23,105.67,28.133,2.44,3.134,0.967,1.437,26.715,16.958,1.417,1
321.766,16.295,106.999,27.649,2.44,3.102,1.034,1.431,26.793,16.047,1.407,1
322.438,16.355,109.782,27.94,2.438,3.082,1.107,1.404,27.397,12.118,1.394,1
326.084,16.468,112.248,28.576,2.435,3.059,1.149,1.367,28.027,6.736,1.377,1
331.043,16.527,113.723,29.051,2.434,3.034,1.168,1.341,28.239,4.024,1.355,1
336.482,16.593,114.407,29.17,2.437,2.974,1.174,1.321,28.221,6.372,1.331,1
341.747,16.669,115.613,29.133,2.444,2.935,1.162,1.293,28.162,11.349,1.303,1
344.768,16.84,117.138,29.174,2.451,2.892,1.122,1.248,28.323,14.602,1.274,1
345.976,16.923,117.051,29.579,2.454,2.845,1.084,1.2,28.986,15.458,1.245,1
349.17,16.999,115.545,30.625,2.453,2.739,1.166,1.163,30.39,15.521,1.219,1
355.876,17.066,114.862,32.4,2.445,2.686,1.328,1.135,32.441,15.236,1.197,1
363.234,17.189,116.51,34.48,2.432,2.637,1.404,1.098,34.412,12.598,1.18,1
367.522,17.254,118.397,35.743,2.421,2.592,1.385,1.051,34.902,6.572,1.168,1
368.193,17.324,118.342,35.496,2.415,2.512,1.315,1.021,33.983,1.002,1.161,1
367.643,17.396,116.981,34.354,2.414,2.475,1.136,1.023,32.712,0.1,1.158,1
365.538,17.539,115.781,33.366,2.416,2.44,0.879,1.046,32.024,3.853,1.158,1
360.449,17.609,115.103,32.996,2.419,2.405,0.699,1.053,31.931,9.169,1.161,1
355.482,17.681,114.114,33.156,2.422,2.349,0.629,1.041,32.276,14.245,1.166,1
351.997,17.757,112.895,33.503,2.423,2.33,0.715,1.041,32.605,16.769,1.173,1
346.484,17.932,111.628,33.451,2.425,2.317,1.04,1.066,32.293,15.607,1.184,1
339.064,18.036,109.911,32.621,2.429,2.306,1.418,1.101,31.166,11.609,1.197,1
334.541,18.154,107.794,31.43,2.437,2.291,1.586,1.128,30.001,8.91,1.212,1
334.534,18.29,106.265,30.65,2.443,2.281,1.62,1.146,29.492,9.734,1.229,1
336.921,18.629,106.436,30.744,2.444,2.271,1.624,1.165,29.921,13.284,1.247,1
341.685,18.833,108.536,31.849,2.438,2.263,1.641,1.178,31.332,17.177,1.265,1
350.089,19.058,110.92,33.608,2.429,2.257,1.547,1.174,33.18,19.225,1.282,1
357.326,19.301,112.326,34.945,2.422,2.258,1.323,1.151,34.206,18.19,1.299,1
355.49,19.837,112.699,34.882,2.418,2.26,1.086,1.133,33.65,15.845,1.316,1
342.907,20.13,112.959,33.702,2.42,2.263,0.951,1.141,32.256,14.011,1.332,1
330.088,20.444,113.232,32.425,2.43,2.266,0.769,1.187,31.085,14.017,1.348,1
322.366,20.781,112.881,31.409,2.445,2.266,0.539,1.246,30.176,14.613,1.364,1
320.493,21.543,112.231,30.388,2.457,2.269,0.361,1.287,29.161,14.66,1.383,1
327.683,21.975,111.79,29.09,2.46,2.274,0.287,1.287,27.828,12.561,1.407,1
339.778,22.443,111.523,27.605,2.454,2.291,0.229,1.267,26.363,8.739,1.439,1
341.132,22.944,111.279,26.318,2.444,2.309,0.191,1.27,25.186,5.798,1.479,1
331.033,23.985,111.118,25.302,2.438,2.333,0.201,1.334,24.263,6.398,1.528,1
319.384,24.483,110.581,24.489,2.436,2.364,0.289,1.478,23.514,8.796,1.584,1
310.619,24.935,109.209,23.89,2.437,2.44,0.529,1.691,22.978,10.214,1.643,1
304.39,25.325,106.947,23.695,2.439,2.49,0.773,1.857,22.867,10.171,1.702,1
303.574,25.899,104.711,23.962,2.435,2.549,0.881,1.888,23.198,10.015,1.758,1
306.448,26.088,103.09,24.273,2.426,2.619,0.882,1.801,23.492,8.06,1.81,1
307.511,26.218,101.263,23.892,2.416,2.78,0.847,1.71,23.013,9.005,1.857,1
306.222,26.291,98.404,22.66,2.405,2.854,0.786,1.659,21.718,10.713,1.902,1
304.874,26.254,94.066,21.358,2.396,2.922,0.725,1.632,20.469,10.435,1.949,1
300.425,26.142,89.311,20.832,2.391,2.978,0.633,1.614,20.052,10.14,1.999,1
292.03,25.979,86.764,20.995,2.399,3.062,0.442,1.636,20.27,13.677,2.055,1
286.009,25.781,87.854,21.154,2.419,3.095,0.256,1.736,20.418,9.091,2.118,1
284.857,25.368,91.562,21.204,2.44,3.132,0.187,1.868,20.459,7.97,2.187,1
287.84,25.192,94.696,21.579,2.452,3.179,0.22,1.922,20.84,6.185,2.261,1
296.469,25.055,94.85,22.583,2.455,3.337,0.319,1.858,21.837,5.636,2.339,1
306.581,24.96,92.78,23.923,2.453,3.459,0.49,1.774,23.14,5.418,2.418,1
310.204,24.902,90.918,24.859,2.45,3.613,0.665,1.767,24.021,5.582,2.495,1
307.616,24.938,91.121,24.699,2.447,3.785,0.746,1.844,23.865,7.074,2.567,1
303.863,25.019,92.04,23.433,2.445,4.124,0.733,1.992,22.63,8.344,2.631,1
299.708,25.146,91.685,21.756,2.448,4.263,0.694,2.264,20.994,9.915,2.676,1
291.255,25.558,89.14,20.261,2.456,4.363,0.63,2.622,19.536,11.757,2.695,1
278.222,25.852,86.619,18.915,2.467,4.415,0.546,2.784,18.225,16.171,2.686,1
266.54,26.211,85.952,17.78,2.47,4.364,0.447,2.473,17.119,18.409,2.649,1
263.019,26.635,87.423,17.137,2.465,4.272,0.363,2.04,16.493,18.193,2.587,1
268.545,27.674,89.994,17.537,2.457,4.15,0.322,1.802,16.883,22.365,2.504,1
282.53,28.278,92.687,19.482,2.453,4.021,0.327,1.767,18.778,28.74,2.416,1
301.381,28.93,94.559,22.728,2.455,3.804,0.357,1.842,21.942,30.736,2.329,1
316.052,29.626,95.623,25.977,2.464,3.726,0.492,1.95,25.112,32.614,2.247,1
319.482,31.128,96.729,27.406,2.476,3.678,0.68,2.015,26.508,34.447,2.173,1
315.872,31.923,98.486,27.739,2.479,3.663,0.806,1.994,26.833,38.428,2.108,1
312.879,32.728,100.29,28.391,2.468,3.73,0.826,1.84,27.47,40.918,2.055,1
313.354,31.285,97.796,27.434,2.383,3.795,0.833,1.883,26.535,43.693,2.196,1
306.937,31.508,98.292,27.729,2.388,3.787,0.796,1.92,26.823,46.62,2.188,1
301.642,32.027,96.164,27.541,2.397,3.78,0.782,1.85,26.64,43.767,2.17,1
300.101,32.39,92.998,27.565,2.406,3.769,0.794,1.745,26.663,32.947,2.149,1
303.157,32.863,92.56,27.658,2.411,3.733,0.815,1.664,26.753,28.216,2.132,1
311.131,33.465,95.903,27.401,2.408,3.712,0.759,1.622,26.503,30.35,2.122,1
320.475,35.069,99.415,26.838,2.402,3.694,0.599,1.591,25.953,36.517,2.123,1
326.455,36.054,100.306,26.633,2.396,3.68,0.424,1.56,25.753,37.67,2.136,1
327.867,37.151,99.001,26.928,2.392,3.674,0.321,1.56,26.041,36.959,2.161,1
326.677,38.356,97.443,27.184,2.392,3.682,0.255,1.613,26.291,36.509,2.2,1
248.676,71.265,68.031,54.029,2.147,0.225,1.227,0.784,46.623,35.41,55.863,0
240.078,71.668,67.122,55.566,2.144,0.22,1.229,0.773,19.42,33.256,97.253,0
239.841,71.925,67.221,58.529,2.143,0.215,1.204,0.767,19.42,33.864,776.1,0
247.091,72.22,67.55,60.873,2.137,0.207,1.151,0.764,19.42,34.302,3.4115,0
261.25,72.552,67.455,62.058,2.124,0.204,1.072,0.76,19.42,28.335,3.4115,0
273.582,73.318,67.335,62.986,2.113,0.202,0.99,0.758,19.42,16.974,3.4115,0
277.645,73.744,67.802,62.822,2.106,0.2,0.916,0.763,19.42,8.65,3.4115,0
275.842,74.189,68.341,60.407,2.103,0.204,0.845,0.774,19.42,6.361,3.4115,0
272.896,74.649,68.649,56.885,2.104,0.207,0.794,0.794,19.42,8.285,3.4115,0
269.596,75.591,69.107,54.13,2.12,0.21,0.799,0.814,19.42,11.395,3.4115,0
216.571,81.052,67.293,50.127,2.065,0.204,1.601,0.575,19.42,15.078,412.542,0
216.437,80.838,66.084,49.183,2.08,0.207,1.466,0.564,19.42,19.518,93.264,0
216.0,80.647,66.264,46.961,2.099,0.212,1.271,0.55,19.42,24.482,62.998,0
215.963,80.484,67.718,46.061,2.11,0.212,1.093,0.536,19.42,28.106,60.549,0
215.206,80.228,68.857,47.905,2.109,0.21,0.939,0.528,47.028,26.413,70.115,0
214.435,80.123,68.888,50.037,2.102,0.208,0.857,0.526,46.848,18.114,99.841,0
215.445,80.024,68.061,49.363,2.102,0.204,0.879,0.53,19.42,5.951,164.025,0
216.248,79.925,67.018,46.984,2.117,0.2,1.021,0.533,19.42,3.9,314.432,0
214.09,79.723,66.02,46.211,2.149,0.196,1.216,0.531,47.376,0.0,492.378,0
211.489,79.623,65.615,47.893,2.185,0.194,1.37,0.523,45.005,0.438,467.031,0
212.833,79.526,67.121,49.638,2.211,0.192,1.476,0.514,44.72,0.189,264.575,0
215.459,79.432,69.764,49.59,2.218,0.193,1.538,0.504,47.342,0.0,139.078,0
215.414,79.237,70.999,48.34,2.218,0.192,1.552,0.495,19.42,7.684,74.214,0
211.624,79.125,70.644,47.378,2.221,0.195,1.462,0.488,47.638,15.333,42.684,0
206.39,78.998,70.221,46.778,2.233,0.204,1.274,0.483,45.043,13.249,29.065,0
202.337,78.852,70.178,45.897,2.251,0.207,1.107,0.479,44.916,6.825,21.972,0
202.035,78.514,68.552,45.015,2.265,0.21,1.025,0.475,47.156,1.132,19.285,0
205.299,78.329,65.052,45.05,2.27,0.21,0.976,0.472,19.42,0.0,18.093,0
211.831,78.139,62.404,47.146,2.266,0.215,0.946,0.471,19.42,0.0,17.859,0
219.443,77.945,61.646,51.355,2.259,0.217,0.946,0.472,46.724,0.971,18.807,0
224.565,77.539,62.063,55.333,2.25,0.219,0.972,0.475,45.922,5.645,19.634,0
225.836,77.316,63.474,55.187,2.243,0.22,0.992,0.479,45.394,12.18,17.665,0
225.823,77.071,65.822,52.077,2.238,0.22,0.988,0.487,44.44,17.899,15.74,0
225.119,76.799,67.625,49.102,2.238,0.219,0.972,0.496,43.599,17.106,14.569,0
224.597,76.163,67.947,47.063,2.24,0.217,0.946,0.507,43.855,10.436,13.993,0
224.929,75.797,67.635,45.528,2.238,0.215,0.918,0.516,46.343,5.055,14.79,0
227.872,75.398,67.776,44.535,2.233,0.21,0.885,0.522,19.42,5.369,18.281,0
236.752,74.963,68.361,44.79,2.226,0.207,0.832,0.524,19.42,10.087,41.188,0
247.467,73.963,69.16,46.212,2.221,0.204,0.744,0.527,19.42,17.496,3.4115,0
256.254,73.382,70.038,48.444,2.219,0.202,0.664,0.53,19.42,24.878,3.4115,0
267.129,72.732,70.94,51.44,2.218,0.199,0.622,0.53,47.354,27.566,3.4115,0
279.924,72.004,72.053,55.467,2.224,0.199,0.611,0.526,45.505,26.454,3.4115,0
289.791,70.294,73.634,59.98,2.24,0.199,0.619,0.527,44.063,25.09,3.4115,0
299.137,69.321,74.785,63.378,2.262,0.2,0.662,0.539,43.17,23.661,3.4115,0
308.84,68.287,74.579,64.6,2.299,0.204,0.734,0.558,43.607,22.346,3.4115,0
318.718,67.211,73.422,64.181,2.359,0.204,0.826,0.572,45.147,24.427,3.4115,0
329.843,65.009,72.494,62.512,2.427,0.202,0.922,0.578,47.43,29.713,3.4115,0
338.244,63.924,72.604,59.218,2.443,0.194,0.995,0.607,19.42,36.079,3.4115,0
345.001,62.88,72.638,55.15,2.367,0.183,1.037,0.72,19.42,38.967,3.4115,0
356.631,61.907,71.138,52.11,2.245,0.18,1.013,1.208,19.42,38.07,3.4115,0
370.114,60.254,67.503,50.656,2.158,0.176,0.955,9.173,19.42,36.353,3.4115,0
382.042,59.559,65.174,50.31,2.128,0.174,0.902,2.4005,19.42,37.332,3.4115,0
391.886,58.892,67.879,50.832,2.114,0.178,0.873,2.4005,19.42,39.066,3.4115,0
313.331,60.116,86.116,22.575,2.422,3.819,0.725,2.839,17.735,38.371,3.276,0
310.234,63.179,85.237,24.014,2.404,3.754,0.67,2.708,17.305,37.914,3.359,0
308.543,64.407,85.304,25.665,2.39,3.667,0.67,2.546,17.919,41.578,3.37,0
307.728,65.41,84.337,26.831,2.375,3.475,0.693,2.258,19.171,47.366,3.317,0
311.942,66.198,80.91,27.069,2.346,3.393,0.752,1.847,20.31,51.23,3.217,0
328.358,67.263,75.284,26.658,2.306,3.339,0.824,1.452,21.1,51.496,3.107,0
351.97,67.634,70.277,26.112,2.267,3.322,0.888,1.166,22.077,51.537,3.013,0
367.402,67.97,67.879,25.692,2.246,3.386,0.912,1.033,23.729,53.783,2.964,0
372.335,68.322,68.096,25.443,2.248,3.455,0.918,1.02,25.401,55.93,2.963,0
368.994,69.252,69.551,25.322,2.268,3.539,0.877,1.124,26.291,55.605,3.015,0
356.44,69.888,72.65,25.298,2.289,3.627,0.792,1.324,26.098,51.342,3.127,0
338.779,70.657,78.053,25.362,2.301,3.783,0.721,1.528,25.514,42.826,3.285,0
329.311,71.556,83.852,25.414,2.305,3.837,0.706,1.666,24.992,32.702,3.477,0
330.722,73.669,88.258,25.346,2.307,3.872,0.707,1.762,24.665,27.575,3.681,0
336.73,74.819,91.073,25.364,2.309,3.885,0.729,1.855,24.5,31.498,3.874,0
341.902,75.981,92.854,25.859,2.305,3.875,0.788,1.891,24.435,39.375,4.029,0
346.635,77.12,92.854,26.84,2.289,3.855,0.868,1.787,24.474,44.367,4.139,0
246.195,86.061,82.032,12.864,2.421,6.025,0.091,3.443,11.637,45.037,8.224,0
243.958,85.901,83.17,12.743,2.417,5.954,0.173,3.378,11.652,46.639,7.887,0
243.034,85.719,83.111,12.555,2.415,5.81,0.285,3.34,11.849,51.559,7.333,0
243.731,85.518,81.727,12.546,2.416,5.741,0.347,3.216,12.123,54.976,6.728,0
245.143,85.075,80.596,12.762,2.415,5.677,0.356,3.014,12.336,53.925,6.21,0
246.411,84.836,81.201,13.02,2.415,5.62,0.348,2.786,12.328,49.184,5.823,0
247.749,84.586,82.834,13.129,2.414,5.559,0.324,2.581,12.093,44.84,5.597,0
248.633,84.323,84.168,13.102,2.41,5.565,0.262,2.413,11.956,42.21,5.501,0
248.132,83.756,85.036,13.064,2.404,5.604,0.179,2.298,12.114,39.127,5.516,0
247.19,83.453,85.682,13.044,2.401,5.677,0.099,2.263,12.422,35.031,5.618,0
246.477,83.139,85.985,13.096,2.403,5.912,0.06,2.289,12.597,30.812,5.768,0
245.263,82.82,85.989,13.378,2.407,6.075,0.058,2.345,12.575,30.093,5.943,0
243.667,82.179,86.114,13.974,2.407,6.261,0.073,2.427,12.533,33.47,6.117,0
243.861,81.868,86.529,14.747,2.397,6.461,0.087,2.575,12.505,39.267,6.28,0
248.195,81.566,86.777,15.269,2.384,6.86,0.098,2.847,12.514,42.899,6.429,0
254.607,81.273,85.782,15.277,2.374,7.046,0.109,3.176,12.741,42.259,6.568,0
258.389,80.704,84.418,14.863,2.373,7.214,0.115,3.341,13.309,37.245,6.711,0
258.577,80.423,84.275,14.32,2.379,7.357,0.107,3.161,14.111,29.276,6.869,0
256.176,80.142,85.257,13.829,2.385,7.552,0.101,2.875,14.671,19.998,7.058,0
250.857,79.865,85.289,13.667,2.387,7.582,0.111,2.743,14.695,13.868,7.286,0
245.141,79.334,83.598,14.078,2.383,7.57,0.134,2.88,14.278,12.661,7.57,0
243.334,79.083,81.323,15.126,2.374,7.525,0.149,3.214,13.732,15.909,7.905,0
246.321,78.841,80.104,16.391,2.364,7.338,0.153,3.601,13.239,22.369,8.269,0
252.305,78.604,80.251,17.247,2.355,7.2,0.158,3.841,13.1,30.066,8.618,0
260.581,78.121,81.11,17.5,2.35,7.046,0.174,3.922,13.575,37.746,8.88,0
270.212,77.86,81.501,17.646,2.349,6.886,0.192,3.899,14.718,43.261,8.962,0
278.459,77.576,81.045,17.989,2.351,6.59,0.204,3.756,16.017,45.178,8.793,0
283.484,77.265,80.269,18.468,2.353,6.483,0.227,3.424,16.77,44.752,8.398,0
285.924,76.561,79.906,19.046,2.348,6.415,0.279,2.929,16.873,43.368,7.835,0
287.252,76.174,79.725,19.778,2.333,6.386,0.335,2.471,17.035,42.394,7.207,0
288.439,75.771,78.945,20.472,2.316,6.493,0.363,2.161,17.459,41.956,6.612,0
